"","x"
"1","삼차원위상대조혈관조영"
"2","무세균고름뇨"
"3","무세균농뇨"
"4","배대동맥신경얼기"
"5","복부대동맥신경총"
"6","급경련복통"
"7","배벽자궁고정"
"8","복벽자궁고정"
"9","배안착상"
"10","복강내착상"
"11","복통"
"12","배앓이"
"13","배천자"
"14","복부천자"
"15","복강임신"
"16","배안임신"
"17","복압"
"18","배호흡"
"19","복식호흡"
"20","배샅절제"
"21","복회음절제"
"22","복부성형"
"23","배성형"
"24","짧은엄지벌림근"
"25","단무지외전근"
"26","긴엄지벌림근"
"27","장무지외전근"
"28","배아반대쪽극"
"29","이상형태발생"
"30","변위형태형성"
"31","무베타지질단백혈증"
"32","무활력"
"33","위축"
"34","태반조기박리"
"35","눈꺼풀없음"
"36","무안검"
"37","이상망막대응"
"38","혈액형체계"
"39","혈액형검사"
"40","난각후단돌출"
"41","난각후단비후"
"42","유산수태물"
"43","부전프로파지"
"44","불현프로파지"
"45","무릎위절단"
"46","대퇴부절단"
"47","태반조기박리"
"48","절대원시"
"49","절대불응기"
"50","절대온도"
"51","흡수젤라틴갯솜"
"52","흡수젤라틴해면"
"53","흡수계측"
"54","흡수"
"55","흡수작용"
"56","흡수계수"
"57","흡수열"
"58","흡수지수"
"59","흡수유"
"60","흡수스펙트럼"
"61","흡수시험"
"62","흡수검사"
"63","흡수율"
"64","관절강직"
"65","가시아메바수막뇌염"
"66","구두충증"
"67","구두충"
"68","가시모양골반"
"69","극상골반"
"70","가시모양골반"
"71","극상골반"
"72","가시헛다리"
"73","극상위족"
"74","흑색솟음가시세포증"
"75","흑색구진극세포증"
"76","이산화탄소결핍"
"77","진드기공포"
"78","가속과분할"
"79","가속고혈압"
"80","가속재증식"
"81","촉진기"
"82","가속기"
"83","일일허용량"
"84","일일섭취허용량"
"85","허용소음수준"
"86","용납"
"87","인수검사"
"88","수용적분위기"
"89","수용체"
"90","받개"
"91","더부신경경련"
"92","덧이자"
"93","부췌장"
"94","덧이자관"
"95","부췌관"
"96","덧귀밑샘"
"97","부이하선"
"98","덧전도로"
"99","부전도로"
"100","덧태반"
"101","덧돌기"
"102","덧지라"
"103","부비장"
"104","덧증상"
"105","부증상"
"106","사고피폭"
"107","사고노출"
"108","우연기생충"
"109","우연기생"
"110","우연종"
"111","사고경향성"
"112","얼굴붕대"
"113","다섯가닥얼굴붕대"
"114","오두붕대"
"115","조절력"
"116","조절마비"
"117","조절불완전마비"
"118","조절눈피로"
"119","조절내사시"
"120","조절외사시"
"121","조절마비"
"122","조절동공반사"
"123","동반정맥"
"124","문화적응문제"
"125","머리없음"
"126","무두"
"127","무두체"
"128","머리없는태아"
"129","절구형성이상"
"130","관골구형성이상"
"131","비구성형"
"132","절구성형"
"133","아세트아미노펜"
"134","아세토모르핀"
"135","아세틸살리실산항혈소판요법"
"136","아킬레스힘줄봉합"
"137","아킬레스건봉합"
"138","무위산소화불량"
"139","녹색맹"
"140","암흑공포"
"141","연골무형성증"
"142","비염색"
"143","비염색세포"
"144","완전색맹"
"145","과산성소화불량"
"146","산성지질분해효소"
"147","산성점액다당류"
"148","산성뮤코다당류"
"149","산성인산분해효소"
"150","산성고름뇨"
"151","산성농뇨"
"152","산요법"
"153","산염기보상"
"154","호산"
"155","호산세포"
"156","호산균"
"157","호산균"
"158","호산과립"
"159","호산구증가증"
"160","호산성샘종"
"161","호산세포"
"162","호산적혈모구"
"163","호산백혈구"
"164","호산골수세포"
"165","호산전골수세포"
"166","호산풋뼈속질세포"
"167","뾰족뼈돌기"
"168","침상췌골"
"169","구진여드름"
"170","돋음여드름"
"171","솟음여드름"
"172","여드름모양발진"
"173","여드름모양구진"
"174","여드름모양솟음"
"175","받아쓰기언어불능"
"176","청각실서증"
"177","음향탄성"
"178","청각과민"
"179","소리저항"
"180","소리임피던스"
"181","귓구멍"
"182","음향스펙트럼"
"183","청각반점"
"184","음향광학"
"185","후천천공피부병"
"186","후천진행림프관종"
"187","말단과다각화증"
"188","앞뒤짧은머리증"
"189","뾰족머리증"
"190","첨두증"
"191","뾰족머리과다가락붙음증"
"192","뾰족머리다합지증"
"193","뾰족머리증"
"194","첨두증"
"195","말단청색한랭병"
"196","말단청색저온병"
"197","창자병증말단피부염"
"198","지속말단피부염"
"199","찬손발"
"200","말단냉각"
"201","봉우리목피판"
"202","견봉경피판"
"203","어깨뼈봉우리성형"
"204","견봉성형"
"205","말단신경병"
"206","말단마비"
"207","말단감각이상"
"208","말단병"
"209","꼭지방향"
"210","정점시각"
"211","고소공포"
"212","말단색소침착"
"213","첨단체모자"
"214","말단영양통증"
"215","광선각막병"
"216","광화학각막병"
"217","광선편평태선"
"218","광선편평돋음주름"
"219","광선땀구멍각화증"
"220","광선가려움발진"
"221","활동전위"
"222","활성화흡착"
"223","활성화복합"
"224","활성화복합물"
"225","활성화부분트롬보플라스틴시간"
"226","활성화과정"
"227","능동충혈"
"228","적극함입양식"
"229","활성기"
"230","활성속임약"
"231","활동의지"
"232","능동의지"
"233","능동운반"
"234","경혈"
"235","지압"
"236","침술"
"237","경혈점"
"238","급성충수염"
"239","급성막창자꼬리염"
"240","급성망상정신병"
"241","급성파종뇌염"
"242","급성파종뇌척수염"
"243","급성후두개염"
"244","급성노출"
"245","급성간염"
"246","급성특발여러신경염"
"247","급성특발다발신경염"
"248","급성간헐포르피린증"
"249","급성허혈위팔신경병"
"250","급성허혈상완신경병"
"251","급성태선모양잔비늘증"
"252","급성림프구백혈병"
"253","급성괴사출혈뇌병"
"254","급성콩팥염"
"255","급성신장염"
"256","급성이자염"
"257","급성췌장염"
"258","급성기반응물질"
"259","급성기반응"
"260","급성기혈청"
"261","급성폐렴"
"262","급성후신경절염"
"263","급성전골수세포백혈병"
"264","급성풋골수세포백혈병"
"265","급성고름코곁굴염"
"266","급성화농부비동염"
"267","급성호흡곤란증후군"
"268","급성연축후두염"
"269","청색맹"
"270","무고리화합물"
"271","아담의사과"
"272","후두융기"
"273","적응성"
"274","순응성"
"275","적응교합기"
"276","적응"
"277","순응"
"278","연결기"
"279","유도관"
"280","적응기"
"281","적응행동척도"
"282","적응성격"
"283","적응효소"
"284","적응기전"
"285","암순응측정계"
"286","암순응측정"
"287","연결기"
"288","유도관"
"289","적응기"
"290","첨가화합물"
"291","부가중합체"
"292","샘뇌하수체절제"
"293","선뇌하수체절제"
"294","샘뇌하수체"
"295","선뇌하수체"
"296","아데노이드덩이"
"297","샘지방종"
"298","선지방종"
"299","샘림프종"
"300","선림프종"
"301","샘종과다형성"
"302","샘종폴립"
