"","x"
"1","삼차원위상대조혈관조영"
"2","히드록시인돌아세트산"
"3","어두운띠"
"4","띠"
"5","설명데이터"
"6","무세균고름뇨"
"7","무세균농뇨"
"8","무게인식불능"
"9","가동관절"
"10","움직관절"
"11","비관절통풍"
"12","탈구"
"13","가동관절"
"14","보행불능"
"15","못걸음"
"16","감소"
"17","배"
"18","복부"
"19","배"
"20","복부"
"21","복식"
"22","배대동맥자루"
"23","복부대동맥류"
"24","배대동맥"
"25","복부대동맥"
"26","배대동맥신경얼기"
"27","복부대동맥신경총"
"28","배붕대"
"29","복대"
"30","배띠"
"31","배안"
"32","복강"
"33","배둘레"
"34","복부둘레"
"35","급경련복통"
"36","복부컴퓨터단층촬영"
"37","배컴퓨터단층촬영"
"38","복식분만"
"39","복부팽만"
"40","배벽진동감"
"41","복벽진동감"
"42","복강임신"
"43","배안임신"
"44","복벽탈장"
"45","배벽탈장"
"46","배자궁절제"
"47","복식자궁절제"
"48","배벽자궁고정"
"49","복벽자궁고정"
"50","배안착상"
"51","복강내착상"
"52","복부편두통"
"53","배편두통"
"54","배근육"
"55","복근"
"56","복통"
"57","배앓이"
"58","배천자"
"59","복부천자"
"60","복강임신"
"61","배안임신"
"62","복압"
"63","배근육반사"
"64","복벽반사"
"65","배호흡"
"66","복식호흡"
"67","배안주머니"
"68","복강주머니"
"69","개복"
"70","임신선"
"71","복부선"
"72","복부태아회전"
"73","배벽"
"74","복벽"
"75","배벽결손"
"76","복벽결손"
"77","배"
"78","복부"
"79","복식"
"80","복부방광"
"81","복식자궁절제"
"82","배자궁절제"
"83","복식자궁절개"
"84","배자궁절개"
"85","배샅절제"
"86","복회음절제"
"87","복부성형"
"88","배성형"
"89","갓돌림신경"
"90","외전신경"
"91","갓돌림신경핵"
"92","외전신경핵"
"93","갓돌림신경"
"94","외전신경"
"95","가쪽눈떨림"
"96","외전안진"
"97","벌림"
"98","외전"
"99","짧은엄지벌림근"
"100","단무지외전근"
"101","긴엄지벌림근"
"102","장무지외전근"
"103","배아반대쪽"
"104","배아반대쪽극"
"105","이상"
"106","미주"
"107","이상클론"
"108","이상전도"
"109","이상주기"
"110","미주세관"
"111","이상형태발생"
"112","변위형태형성"
"113","이상재생"
"114","딴곳갑상샘"
"115","이소성갑상선"
"116","이상"
"117","수차"
"118","빛벗어남"
"119","미주"
"120","수차계"
"121","무베타지질단백혈증"
"122","아비에틴산"
"123","능력"
"124","무활력"
"125","위축"
"126","태반조기박리"
"127","절제"
"128","제거"
"129","차단"
"130","눈꺼풀없음"
"131","무안검"
"132","세척광"
"133","세척벽"
"134","이상행동"
"135","이상교합"
"136","비정상불수의운동척도"
"137","이상운동"
"138","이상망막대응"
"139","이상자궁출혈"
"140","이상"
"141","비정상"
"142","혈액형체계"
"143","혈액형검사"
"144","난각후단돌출"
"145","난각후단비후"
"146","입에서먼"
"147","입반대쪽"
"148","낙태제"
"149","낙태제"
"150","유산"
"151","낙태"
"152","유산율"
"153","유산비"
"154","낙태시술자"
"155","부전"
"156","불현"
"157","유산유발"
"158","유산수태물"
"159","불발감염"
"160","불현감염"
"161","부전프로파지"
"162","불현프로파지"
"163","부전형질도입"
"164","낙태아"
"165","유산열"
"166","무릎위절단"
"167","대퇴부절단"
"168","팔없음증"
"169","무완증"
"170","연마"
"171","연마제"
"172","찰과상"
"173","개갠상처"
"174","마멸"
"175","마모"
"176","연마"
"177","마멸량"
"178","마모량"
"179","연마"
"180","연마제"
"181","연마기"
"182","속뚫림"
"183","태반조기박리"
"184","고름집"
"185","농양"
"186","가로좌표"
"187","절제"
"188","절단"
"189","없음"
"190","결여"
"191","소발작"
"192","소발작"
"193","실신발작"
"194","작은발작"
"195","압시디아"
"196","압생트중독"
"197","무수알코올"
"198","순알코올"
"199","절대부정맥"
"200","절대"
"201","침상"
"202","안정"
"203","절대심장둔탁음"
"204","절대상수"
"205","절대녹내장"
"206","절대음감"
"207","절대습도"
"208","절대원시"
"209","절대백혈구증가"
"210","절대불응기"
"211","절대위험모형"
"212","절대암점"
"213","절대온도"
"214","흡수거즈"
"215","흡수젤라틴갯솜"
"216","흡수젤라틴해면"
"217","흡수묶음실"
"218","흡수봉합사"
"219","흡광"
"220","흡수"
"221","흡광도"
"222","흡수도"
"223","피흡수물"
"224","흡수선량"
"225","흡수선량변환계수"
"226","흡수선량률"
"227","흡수분율"
"228","흡수촉진"
"229","흡수촉진제"
"230","흡수제"
"231","흡수제"
"232","흡수부위"
"233","흡수계측"
"234","흡수"
"235","흡수작용"
"236","흡수계수"
"237","흡수열"
"238","흡수지수"
"239","흡수유"
"240","흡수스펙트럼"
"241","흡수시험"
"242","흡수검사"
"243","흡수율"
"244","금주가"
"245","금연가"
"246","금단"
"247","중단"
"248","금단섬망"
"249","금단증후군"
"250","추상사고"
"251","추출"
"252","추상"
"253","추상화"
"254","두눈바깥회선"
"255","두눈외회선"
"256","의지상실"
"257","과다"
"258","남용"
"259","학대"
"260","지대치"
"261","가공의치"
"262","인접조사면"
"263","접촉조사면"
"264","계산불능"
"265","계산못함"
"266","무결석쓸개"
"267","주머니"
"268","염"
"269","무결석담낭염"
"270","관절강직"
"271","가시아메바증"
"272","가시아메바"
"273","별가시아메바"
"274","카스텔라니가시아메바"
"275","쿨베르손가시아메바"
"276","가시아메바각막염"
"277","가시아메바수막뇌염"
"278","찔린느낌증"
"279","전비융기점"
"280","앞코가시점"
"281","구두충증"
"282","구두충"
"283","가시적혈구"
"284","가시적혈구증가"
"285","가시세포분리"
"286","극세포분리"
"287","가시세포분리가시세포종"
"288","극세포분리극세포종"
"289","가시세포분리세포"
"290","가시세포분리이상각화증"
"291","가시세포분리이상각화모반"
"292","극세포해리이상각화모반"
"293","가시세포종"
"294","극세포종"
"295","낭샘모양가시세포종"
"296","낭선모양극세포종"
"297","가시모양골반"
"298","극상골반"
"299","가시모양골반"
"300","극상골반"
"301","가시헛다리"
"302","극상위족"
"303","가시세포증"
"304","극세포증"
"305","흑색솟음가시세포증"
"306","흑색구진극세포증"
"307","흑색가시세포증"
"308","흑색극세포증"
"309","가시세포증식각화증"
"310","이산화탄소결핍"
"311","심장없음"
"312","무심장"
"313","무심장쌍둥이"
"314","무심체"
"315","무심장체"
"316","진드기증"
"317","진드기구충제"
"318","진드기살충제"
"319","진드기"
"320","진드기증"
"321","진드기피부염"
"322","진드기학"
"323","진드기공포"
"324","무카탈라아제혈증"
"325","카탈라아제결핍"
"326","무카탈라아제증"
"327","가속과분할"
"328","가속고혈압"
"329","가속심실고유리듬"
"330","가속심실고유율동"
"331","가속재증식"
"332","촉진중추"
"333","가속"
"334","가속도"
"335","촉진"
"336","촉진기"
"337","가속기"
"338","촉진인자"
"339","촉진제"
"340","가속기"
"341","촉진신경"
"342","항진"
"343","강화"
"344","강화제"
"345","일일허용량"
"346","일일섭취허용량"
"347","허용소음수준"
"348","용납"
"349","인수검사"
"350","수용적분위기"
"351","수용체"
"352","받개"
"353","접근"
"354","통로"
"355","접근성"
"356","접촉성"
"357","소통성"
"358","영구큰어금니"
"359","부가치"
"360","덧"
"361","부"
"362","부속"
"363","덧유방"
"364","보조세포"
"365","덧세포"
"366","덧염색체"
"367","더부신경경련"
"368","덧쐐기다발핵"
"369","부설상핵"
"370","덧귀"
"371","더부신경"
"372","부신경"
"373","덧핵소체"
"374","부핵소체"
"375","더부신경핵"
"376","부신경핵"
"377","덧눈돌림신경핵"
"378","부동안신경핵"
"379","덧이자"
"380","부췌장"
"381","덧이자관"
"382","부췌관"
"383","덧귀밑샘"
"384","부이하선"
"385","덧전도로"
"386","부전도로"
"387","덧태반"
"388","덧돌기"
"389","덧징후"
"390","부징후"
"391","덧지라"
"392","부비장"
"393","덧증상"
"394","부증상"
"395","덧갑상샘"
"396","덧갑상샘"
"397","덧자궁"
"398","부자궁"
"399","사고"
"400","재해"
"401","우발"
"402","우연"
"403","우발유산"
"404","사고사"
"405","재해사"
"406","우연오차"
"407","사고피폭"
"408","사고노출"
"409","우연숙주"
"410","잔상"
"411","우연기생충"
"412","우연기생"
"413","우연종"
"414","사고경향성"
"415","얼굴붕대"
"416","다섯가닥얼굴붕대"
"417","오두붕대"
"418","기후순응"
"419","순화"
"420","순화열"
"421","조절"
"422","적응"
"423","숙소"
"424","조절력"
"425","조절마비"
"426","조절불완전마비"
"427","조절범위"
"428","조절반사"
"429","조절"
"430","조절눈피로"
"431","조절눈모음"
"432","조절내편위"
"433","조절내사시"
"434","조절과다"
"435","조절외편위"
"436","조절외사시"
"437","조절피로"
"438","조절력"
"439","조절부전"
"440","조절마비"
"441","조절동공반사"
"442","조절사시"
"443","조절유발시표"
"444","조절측정계"
"445","동반정맥"
"446","아코디언발"
"447","아코디언피부이식"
"448","인정"
"449","신임"
"450","발아생식"
"451","부착성장"
"452","부착성장"
"453","유착"
"454","부착"
"455","문화적응문제"
"456","축적"
"457","축적물"
"458","체류용액"
"459","정확도"
"460","정확도관리"
"461","우울병"
"462","무세포"
"463","무세포시멘트질"
"464","중심외"
"465","비중추성"
"466","무중심절"
"467","무중심절염색체"
"468","무중심절조각"
"469","염색체단편"
"470","무중심체단편"
"471","비중심교합"
"472","쏠린맞물림"
"473","머리없음"
"474","무두"
"475","무두체"
"476","머리없는태아"
"477","절구형성이상"
"478","관골구형성이상"
"479","절구오목"
"480","비구와"
"481","절구테두리"
"482","비구순"
"483","절구패임"
"484","비구절흔"
"485","비구절제"
"486","절구절제"
"487","비구성형"
"488","절구성형"
"489","절구"
"490","비구"
"491","배빨판"
"492","복흡반"
"493","아세트알데히드"
"494","아세트아미노펜"
"495","아세트아닐리드"
"496","아세트산염"
"497","아세트"
"498","신맛"
"499","아세트산"
"500","아세트산화"
"501","초산화"
"502","아세토아세트산"
"503","아세토박터"
"504","아세트글리코스뇨"
"505","아세트산분해"
"506","아세토모르핀"
"507","아세톤천식"
"508","아세톤화"
"509","아세톤"
"510","아세톤혈증"
"511","아세톤뇨"
"512","아세틸"
"513","아세틸기"
"514","아세틸화"
"515","아세틸반응"
"516","아세틸셀룰로오스"
"517","초산섬유소"
"518","아세틸콜린에스테르분해효소"
"519","아세틸콜린에스테라아제"
"520","아세틸조효소"
"521","아세틸렌"
"522","아세틸살리실산"
"523","아세틸살리실산항혈소판요법"
"524","이완불능"
"525","이완못함"
"526","아픔"
"527","통증"
"528","입술없음"
"529","무순증"
"530","손없음"
"531","성취도검사"
"532","아킬레스힘줄"
"533","아킬레스건"
"534","아킬레스힘줄반사"
"535","아킬레스건반사"
"536","아킬레스힘줄윤활낭염"
"537","아킬레스건윤활낭염"
"538","아킬레스힘줄통증"
"539","아킬레스건통증"
"540","아킬레스힘줄봉합"
"541","아킬레스건봉합"
"542","아킬레스힘줄절단"
"543","아킬레스건절단"
"544","위산없음증"
"545","무위산증"
"546","무위산소화불량"
"547","녹색맹"
"548","암흑공포"
"549","쓸개즙없음"
"550","무담즙"
"551","무담즙변"
"552","무담즙뇨"
"553","무담즙뇨"
"554","무담즙뇨가족성황달"
"555","무담즙뇨황달"
"556","연골무발생증"
"557","연골무형성증"
"558","무색소"
"559","완전색맹자"
"560","무색"
"561","비염색"
"562","무색수차"
"563","무색수차렌즈"
"564","무색지움렌즈"
"565","무색덩이"
"566","비염색덩이"
"567","완전색맹"
"568","무색성"
"569","완전색맹"
"570","무색적혈구"
"571","비염색"
"572","비염색세포"
"573","완전색맹"
"574","무색소증"
"575","무염색"
"576","무색"
"577","무색소뇨"
"578","무색소증"
"579","탈색모반"
"580","무색모반"
"581","무색적혈구"
"582","위무산증"
"583","위펩신없음증"
"584","위무산증"
"585","위펩신없음증"
"586","침모양"
"587","산"
"588","산성알코올"
"589","산화상"
"590","산투여검사"
"591","과산성소화불량"
"592","산용출슬라이드검사"
"593","산성지질분해효소"
"594","산성말타아제"
"595","산성점액다당류"
"596","산성뮤코다당류"
"597","산성인산분해효소"
"598","산성고름뇨"
"599","산성농뇨"
"600","산기"
"601","산라디칼"
"602","산성비"
"603","산염"
"604","산요법"
"605","산염기보상"
"606","산염기평형"
"607","산염기지시계"
"608","산혈증"
"609","항산"
"610","항산막대균"
"611","항산균"
"612","항산균"
"613","항산균"
"614","항산염색"
"615","항산성"
"616","산성"
"617","산성화"
"618","산성화우유"
"619","산도측정법"
"620","산정량법"
"621","산중독"
"622","산도"
"623","산생성균"
"624","호산"
"625","호산세포"
"626","호산균"
"627","호산균"
"628","호산과립"
"629","호산구증가증"
"630","호산성샘종"
"631","호산세포"
"632","호산적혈모구"
"633","호산백혈구"
"634","호산골수세포"
"635","호산전골수세포"
"636","호산풋뼈속질세포"
"637","산증"
"638","뾰족뼈돌기"
"639","침상췌골"
"640","산뇨"
"641","내산균"
"642","아시딜"
"643","아시딜기"
"644","아시딜화"
"645","샘꽈리세포"
"646","세엽세포"
"647","샘꽈리세포암종"
"648","세엽세포암종"
"649","꽈리샘"
"650","세엽선"
"651","아시네토박테르"
"652","샘꽈리세포암종"
"653","세엽세포암종"
"654","샘꽈리모양"
"655","세엽상"
"656","세엽염"
"657","샘꽈리"
"658","세엽"
"659","병적조직연결"
"660","개교"
"661","무교합"
"662","여드름"
"663","뭉친여드름"
"664","화장품여드름"
"665","흉터종여드름"
"666","약물여드름"
"667","괴사여드름"
"668","좁쌀괴사여드름"
"669","구진여드름"
"670","돋음여드름"
"671","솟음여드름"
"672","여드름장미증"
"673","여드름흉터"
"674","두창모양여드름"
"675","보통여드름"
"676","여드름"
"677","여드름모양발진"
"678","여드름모양털집염"
"679","여드름모양모낭염"
"680","여드름모양구진"
