"","x"
"1","삼차원위상대조혈관조영"
"2","무게인식불능"
"3","가동관절"
"4","움직관절"
"5","보행불능"
"6","못걸음"
"7","배대동맥자루"
"8","복부대동맥류"
"9","배대동맥신경얼기"
"10","복부대동맥신경총"
"11","복부팽만"
"12","배벽진동감"
"13","복벽진동감"
"14","복강임신"
"15","배안임신"
"16","배자궁절제"
"17","복식자궁절제"
"18","배벽자궁고정"
"19","복벽자궁고정"
"20","배근육"
"21","복근"
"22","배천자"
"23","복부천자"
"24","복압"
"25","배호흡"
"26","복식호흡"
"27","배안주머니"
"28","복강주머니"
"29","개복"
"30","임신선"
"31","복부선"
"32","복부태아회전"
"33","복부방광"
"34","복식자궁절제"
"35","배자궁절제"
"36","복식자궁절개"
"37","배자궁절개"
"38","배샅절제"
"39","복회음절제"
"40","복부성형"
"41","배성형"
"42","갓돌림신경"
"43","외전신경"
"44","갓돌림신경핵"
"45","외전신경핵"
"46","가쪽눈떨림"
"47","외전안진"
"48","짧은엄지벌림근"
"49","단무지외전근"
"50","긴엄지벌림근"
"51","장무지외전근"
"52","이상형태발생"
"53","변위형태형성"
"54","비정상불수의운동척도"
"55","이상망막대응"
"56","혈액형체계"
"57","낙태시술자"
"58","유산수태물"
"59","부전형질도입"
"60","낙태아"
"61","유산열"
"62","찰과상"
"63","개갠상처"
"64","마멸"
"65","마모"
"66","연마"
"67","마멸량"
"68","마모량"
"69","연마"
"70","연마제"
"71","연마기"
"72","고름집"
"73","농양"
"74","가로좌표"
"75","절제"
"76","절단"
"77","없음"
"78","결여"
"79","소발작"
"80","소발작"
"81","실신발작"
"82","작은발작"
"83","압시디아"
"84","압생트중독"
"85","무수알코올"
"86","순알코올"
"87","절대부정맥"
"88","절대"
"89","침상"
"90","안정"
"91","절대심장둔탁음"
"92","절대상수"
"93","절대녹내장"
"94","절대음감"
"95","절대습도"
"96","절대원시"
"97","절대백혈구증가"
"98","절대불응기"
"99","절대위험모형"
"100","절대암점"
"101","절대온도"
"102","흡수거즈"
"103","흡수젤라틴갯솜"
"104","흡수젤라틴해면"
"105","흡수묶음실"
"106","흡수봉합사"
"107","흡광"
"108","흡수"
"109","흡광도"
"110","흡수도"
"111","피흡수물"
"112","흡수선량"
"113","흡수선량변환계수"
"114","흡수선량률"
"115","흡수분율"
"116","흡수촉진"
"117","흡수촉진제"
"118","흡수제"
"119","흡수제"
"120","흡수부위"
"121","흡수계측"
"122","흡수"
"123","흡수작용"
"124","흡수계수"
"125","흡수열"
"126","흡수지수"
"127","흡수유"
"128","흡수스펙트럼"
"129","흡수시험"
"130","흡수검사"
"131","흡수율"
"132","금주가"
"133","금연가"
"134","금단"
"135","중단"
"136","금단섬망"
"137","금단증후군"
"138","추상사고"
"139","추출"
"140","추상"
"141","추상화"
"142","두눈바깥회선"
"143","두눈외회선"
"144","남용"
"145","학대"
"146","무결석쓸개"
"147","주머니"
"148","염"
"149","무결석담낭염"
"150","관절강직"
"151","가시아메바증"
"152","별가시아메바"
"153","카스텔라니가시아메바"
"154","쿨베르손가시아메바"
"155","가시아메바각막염"
"156","가시아메바수막뇌염"
"157","찔린느낌증"
"158","구두충증"
"159","구두충"
"160","가시적혈구증가"
"161","가시세포분리"
"162","극세포분리"
"163","가시세포분리이상각화증"
"164","가시세포분리이상각화모반"
"165","극세포해리이상각화모반"
"166","낭샘모양가시세포종"
"167","낭선모양극세포종"
"168","가시모양골반"
"169","극상골반"
"170","가시세포증"
"171","극세포증"
"172","흑색솟음가시세포증"
"173","흑색구진극세포증"
"174","흑색가시세포증"
"175","흑색극세포증"
"176","가시세포증식각화증"
"177","무심장체"
"178","진드기증"
"179","진드기증"
"180","진드기피부염"
"181","무카탈라아제혈증"
"182","카탈라아제결핍"
"183","무카탈라아제증"
"184","가속고혈압"
"185","촉진기"
"186","가속기"
"187","일일허용량"
"188","허용소음수준"
"189","인수검사"
"190","수용적분위기"
"191","접근"
"192","통로"
"193","접근성"
"194","접촉성"
"195","소통성"
"196","영구큰어금니"
"197","부가치"
"198","덧"
"199","부"
"200","부속"
"201","덧유방"
"202","보조세포"
"203","덧세포"
"204","덧염색체"
"205","더부신경경련"
"206","덧쐐기다발핵"
"207","부설상핵"
"208","덧귀"
"209","더부신경"
"210","부신경"
"211","덧핵소체"
"212","부핵소체"
"213","더부신경핵"
"214","부신경핵"
"215","덧눈돌림신경핵"
"216","부동안신경핵"
"217","덧이자"
"218","부췌장"
"219","덧이자관"
"220","부췌관"
"221","덧귀밑샘"
"222","부이하선"
"223","덧전도로"
"224","부전도로"
"225","덧태반"
"226","덧돌기"
"227","덧징후"
"228","부징후"
"229","덧지라"
"230","부비장"
"231","덧증상"
"232","부증상"
"233","덧갑상샘"
"234","덧갑상샘"
"235","덧자궁"
"236","부자궁"
"237","사고피폭"
"238","사고노출"
"239","우연숙주"
"240","우연기생충"
"241","우연기생"
"242","우연종"
"243","다섯가닥얼굴붕대"
"244","오두붕대"
"245","조절마비"
"246","조절불완전마비"
"247","조절눈피로"
"248","조절내편위"
"249","조절내사시"
"250","조절과다"
"251","조절부전"
"252","조절마비"
"253","조절사시"
"254","무중심절염색체"
"255","비중심교합"
"256","쏠린맞물림"
"257","무두체"
"258","머리없는태아"
"259","절구형성이상"
"260","관골구형성이상"
"261","절구오목"
"262","비구와"
"263","비구성형"
"264","절구성형"
"265","아세트글리코스뇨"
"266","아세트산분해"
"267","아세톤천식"
"268","아세틸셀룰로오스"
"269","초산섬유소"
"270","아세틸콜린에스테르분해효소"
"271","아세틸콜린에스테라아제"
"272","아세틸살리실산"
"273","아세틸살리실산항혈소판요법"
"274","이완불능"
"275","이완못함"
"276","성취도검사"
"277","아킬레스힘줄"
"278","아킬레스건"
"279","아킬레스힘줄반사"
"280","아킬레스건반사"
"281","아킬레스힘줄윤활낭염"
"282","아킬레스건윤활낭염"
"283","무위산소화불량"
"284","녹색맹"
"285","무담즙변"
"286","연골무발생증"
"287","연골무형성증"
"288","무색소"
"289","무색수차렌즈"
"290","무색지움렌즈"
"291","무색덩이"
"292","비염색덩이"
"293","완전색맹"
"294","무색성"
"295","완전색맹"
"296","완전색맹"
"297","무색소증"
"298","무염색"
"299","무색"
"300","탈색모반"
"301","무색모반"
"302","위무산증"
"303","위펩신없음증"
"304","산투여검사"
"305","과산성소화불량"
"306","산용출슬라이드검사"
"307","산성지질분해효소"
"308","산성말타아제"
"309","산성점액다당류"
"310","산성뮤코다당류"
"311","산성인산분해효소"
"312","산염"
"313","산염기보상"
"314","산염기평형"
"315","산염기지시계"
"316","항산"
"317","항산막대균"
"318","항산균"
"319","항산균"
"320","항산균"
"321","항산염색"
"322","항산성"
"323","산중독"
"324","호산적혈모구"
"325","산증"
"326","뾰족뼈돌기"
"327","침상췌골"
"328","세엽염"
"329","샘꽈리"
"330","세엽"
"331","병적조직연결"
"332","개교"
"333","무교합"
"334","화장품여드름"
"335","흉터종여드름"
"336","약물여드름"
"337","좁쌀괴사여드름"
"338","구진여드름"
"339","돋음여드름"
"340","솟음여드름"
"341","여드름장미증"
"342","여드름흉터"
"343","두창모양여드름"
"344","보통여드름"
"345","여드름"
"346","여드름모양털집염"
"347","여드름모양모낭염"
"348","여드름진"
"349","여드름염"
"350","청각예민"
"351","청각"
"352","소리"
"353","음향"
"354","청각인식불능"
"355","청각실인증"
"356","받아쓰기언어불능"
"357","청각실서증"
"358","청각영역"
"359","청각조짐"
"360","청각눈깜박반사"
"361","청각중추"
"362","음향탄성"
"363","소리증강"
"364","음향증강"
"365","음향증폭"
"366","청각과민"
"367","듣기착각"
"368","착청"
"369","소리저항"
"370","소리임피던스"
"371","소리절연체"
"372","음향절연체"
"373","소리경계면"
"374","음향경계면"
"375","음향렌즈"
"376","소리흡수재"
"377","흡음재"
"378","속귀신경"
"379","청신경"
"380","속귀신경집종"
"381","청신경집종"
"382","속귀신경집종"
"383","청신경집종"
"384","귓구멍"
"385","청각부챗살"
"386","소리반사"
"387","음향강화"
"388","음향저항"
"389","음향코안통기도측정기"
"390","음향비강통기도검사기"
"391","청각신경집종"
"392","청신경슈반세포종"
"393","음향음영"
"394","음향스펙트럼"
"395","청각반점"
"396","음향스트레스"
"397","청각스트레스"
"398","음향변환기"
"399","음향변성기"
"400","음향학"
"401","음향광학"
"402","후천시각상실"
"403","후천실명"
"404","후천낭성콩팥병"
"405","후천낭성신장병"
"406","후천난청"
"407","후천비늘증"
"408","후천면역결핍증후군"
"409","에이즈"
"410","후천면역결핍증후군"
"411","에이즈"
"412","후천천공피부병"
"413","후천진행림프관종"
"414","획득저항"
"415","획득"
"416","습득"
"417","획득행렬수"
"418","획득방법"
"419","획득시간"
"420","말단과다각화증"
"421","말단흑자흑색종"
"422","팔다리인식불능"
"423","사지실인증"
"424","말단감각마비"
"425","말단혈관피부염"
"426","손발관절염"
"427","수족관절염"
"428","끝곁매듭염색체"
"429","뾰족머리과다가락붙음증"
"430","뾰족머리다합지증"
"431","말단청색증"
"432","말단피부염"
"433","손발피부염"
"434","연속말단피부염"
"435","창자병증말단피부염"
"436","지속말단피부염"
"437","말단피부증"
"438","말단감각과민"
"439","말단통증"
"440","얼굴말단뼈발생이상"
"441","팔다리인식"
"442","말단각화탄력섬유증"
"443","말단각화증"
"444","말단발육과다"
"445","어깨뼈봉우리성형"
"446","견봉성형"
"447","말단신경증"
"448","말단마비"
"449","말단감각이상"
"450","정점시각"
"451","말단피부경화"
"452","말단경화"
"453","아크로신"
"454","첨단체모자"
"455","첨단체잔섬유"
"456","첨단체미세섬유"
"457","첨단체과립"
"458","첨단체막"
"459","첨단체"
"460","첨단체반응"
"461","말단뼈용해"
"462","말단골용해"
"463","가락끝붙음증"
"464","말단합지증"
"465","표피내땀샘관모반"
"466","표피내한선관모반"
"467","무맥박"
"468","약한맥박"
"469","아크릴수지"
"470","아크릴수지시멘트"
"471","아크릴수지재킷관"
"472","아크릴수지계속치"
"473","광선입술염"
"474","광선피부염"
"475","광선탄력섬유증"
"476","광선각막염"
"477","광선각화증"
"478","광선편평태선"
"479","광선편평돋음주름"
"480","광선땀구멍각화증"
"481","광선망막염"
"482","광화학망막염"
"483","악티노바실루스증"
"484","비저균"
"485","악티노바실루스말레이"
"486","광선피부염"
"487","광선피부증"
"488","바퀴살균"
"489","방선균"
"490","바퀴살균증"
"491","방선균증"
"492","활성화흡착"
"493","활성화부분트롬보플라스틴시간"
"494","활성해감모래법"
"495","활성오니법"
"496","활성해감모래통"
"497","활성오니조"
"498","활성화분석"
"499","방사화분석"
"500","활성화과정"
"501","능동운동"
"502","능동경사차폐"
"503","적극거부증"
"504","활성기"
"505","활동의지"
"506","능동의지"
"507","능동차폐"
"508","능동보정"
"509","활성부위"
"510","능동운반"
"511","활동결핵"
"512","액토미오신"
"513","관침지혈법"
"514","지압"
"515","전기침절개"
"516","전기침"
"517","급성무결석쓸개"
"518","주머니"
"519","염"
"520","급성무결석담낭염"
"521","급성충수염"
"522","급성막창자꼬리염"
"523","급성뇌증후군"
"524","급성카타르후두염"
"525","급성쓸개"
"526","주머니"
"527","염"
"528","급성담낭염"
"529","급성혼돈상태"
"530","급성망상정신병"
"531","급성파종뇌염"
"532","급성파종뇌척수염"
"533","급성후두개염"
"534","급성노출"
"535","급성용혈성수혈반응"
"536","급성간염"
"537","급성특발여러신경염"
"538","급성특발다발신경염"
"539","급성허혈위팔신경병"
"540","급성허혈상완신경병"
"541","급성태선모양잔비늘증"
"542","급성괴사망막염"
"543","급성괴사궤양잇몸염"
"544","급성괴사궤양치은염"
"545","급성콩팥염"
"546","급성신장염"
"547","급성폐쇄세기관지염"
"548","급성이자염"
"549","급성췌장염"
"550","급성기반응물질"
"551","급성기반응"
"552","급성기혈청"
"553","급성후신경절염"
"554","급성고름코곁굴염"
"555","급성화농부비동염"
"556","급성방사선병"
"557","급성방사선증후군"
"558","급성호흡곤란증후군"
"559","급성상황스트레스반응"
"560","급성연축후두염"
"561","급성편도염"
"562","급성횡단척수염"
"563","급성가로방향척수염"
"564","급성결핵"
"565","급성요세관괴사"
"566","청색맹"
"567","아실분해효소"
"568","아실전이효소"
"569","무방광증"
"570","아담의사과"
"571","후두융기"
"572","적응행동척도"
"573","적응기전"
"574","애디슨병"
"575","모음근구멍"
"576","긴모음근"
"577","장수내전근"
"578","샘염"
"579","선염"
"580","샘사기질종"
"581","아데노관련위성바이러스"
"582","아데노관련바이러스"
"583","샘낭성"
"584","선낭성"
"585","샘낭암종"
"586","선낭암종"
"587","샘낭종"
"588","선낭종"
"589","샘뇌하수체절제"
"590","선뇌하수체절제"
"591","샘뇌하수체"
"592","선뇌하수체"
"593","샘낭암종"
"594","선낭암종"
"595","아데노이드염"
"596","피지선종"
"597","피부기름샘종"
"598","샘종암종연쇄"
"599","선종암종연쇄"
"600","샘종증"
"601","샘종성갑상샘종"
"602","샘종과다형성"
"603","샘종폴립"
"604","샘근육증"
"605","선근증"
"606","자궁샘근육증"
"607","자궁선근증"
"608","샘인두염"
"609","아데노이드인두염"
"610","샘육종"
"611","선육종"
"612","아데노신"
"613","아데노신탈아미노효소"
"614","샘증"
"615","선증"
"616","아데노이드편도절제"
"617","아데노바이러스"
"618","아데닐사이클라아제"
"619","아데닐산키나아제"
"620","적합자극"
"621","부착소"
"622","유착"
"623","부착"
"624","붙음"
"625","부착분자"
"626","유착절제"
"627","유착"
"628","접착제"
"629","반창고"
"630","유착거미막염"
"631","유착지주막염"
"632","유착관절낭염"
"633","접착성금"
"634","유착세로칸심장막염"
"635","유착종격심낭염"
"636","유착성비늘"
"637","접착띠"
"638","반창고"
"639","부착성"
"640","유착성"
"641","연속반복운동불능"
"642","땀없음증"
"643","거대후막포자진균증"
"644","거대포자진균증"
"645","거대후막포자"
"646","거대포자"
"647","에이디동공"
"648","지방분해"
