"","x"
"1","삼차원위상대조혈관조영"
"2","히드록시인돌아세트산"
"3","무세균고름뇨"
"4","무세균농뇨"
"5","가동관절"
"6","움직관절"
"7","비관절통풍"
"8","탈구"
"9","가동관절"
"10","감소"
"11","배대동맥"
"12","복부대동맥"
"13","배대동맥신경얼기"
"14","복부대동맥신경총"
"15","배안"
"16","복강"
"17","복부컴퓨터단층촬영"
"18","배컴퓨터단층촬영"
"19","복부팽만"
"20","배벽진동감"
"21","복벽진동감"
"22","복강임신"
"23","배안임신"
"24","배자궁절제"
"25","복식자궁절제"
"26","배벽자궁고정"
"27","복벽자궁고정"
"28","배안착상"
"29","복강내착상"
"30","배천자"
"31","복부천자"
"32","배호흡"
"33","복식호흡"
"34","개복"
"35","임신선"
"36","복부선"
"37","배벽결손"
"38","복벽결손"
"39","복부방광"
"40","복식자궁절제"
"41","배자궁절제"
"42","복식자궁절개"
"43","배자궁절개"
"44","배샅절제"
"45","복회음절제"
"46","복부성형"
"47","배성형"
"48","갓돌림신경"
"49","외전신경"
"50","가쪽눈떨림"
"51","외전안진"
"52","벌림"
"53","외전"
"54","짧은엄지벌림근"
"55","단무지외전근"
"56","긴엄지벌림근"
"57","장무지외전근"
"58","이상"
"59","미주"
"60","이상클론"
"61","이상전도"
"62","이상주기"
"63","미주세관"
"64","이상형태발생"
"65","변위형태형성"
"66","이상재생"
"67","딴곳갑상샘"
"68","이소성갑상선"
"69","이상"
"70","수차"
"71","빛벗어남"
"72","미주"
"73","수차계"
"74","무베타지질단백혈증"
"75","아비에틴산"
"76","능력"
"77","무활력"
"78","위축"
"79","태반조기박리"
"80","절제"
"81","제거"
"82","차단"
"83","세척광"
"84","세척벽"
"85","이상교합"
"86","비정상불수의운동척도"
"87","이상운동"
"88","이상망막대응"
"89","이상자궁출혈"
"90","이상"
"91","비정상"
"92","혈액형체계"
"93","혈액형검사"
"94","난각후단비후"
"95","낙태제"
"96","낙태제"
"97","유산"
"98","낙태"
"99","유산율"
"100","유산비"
"101","낙태시술자"
"102","부전"
"103","불현"
"104","유산유발"
"105","유산수태물"
"106","불발감염"
"107","불현감염"
"108","부전프로파지"
"109","불현프로파지"
"110","부전형질도입"
"111","낙태아"
"112","유산열"
"113","무릎위절단"
"114","대퇴부절단"
"115","연마"
"116","연마제"
"117","속뚫림"
"118","태반조기박리"
"119","압생트중독"
"120","무수알코올"
"121","순알코올"
"122","절대부정맥"
"123","절대"
"124","침상"
"125","안정"
"126","절대심장둔탁음"
"127","절대상수"
"128","절대녹내장"
"129","절대음감"
"130","절대습도"
"131","절대원시"
"132","절대백혈구증가"
"133","절대불응기"
"134","절대위험모형"
"135","절대암점"
"136","절대온도"
"137","흡수젤라틴갯솜"
"138","흡수젤라틴해면"
"139","흡수묶음실"
"140","흡수봉합사"
"141","피흡수물"
"142","흡수선량변환계수"
"143","흡수선량률"
"144","흡수분율"
"145","흡수촉진"
"146","흡수촉진제"
"147","흡수제"
"148","흡수계측"
"149","흡수"
"150","흡수작용"
"151","흡수계수"
"152","흡수열"
"153","흡수지수"
"154","흡수유"
"155","흡수스펙트럼"
"156","흡수시험"
"157","흡수검사"
"158","흡수율"
"159","금주가"
"160","금연가"
"161","금단"
"162","중단"
"163","금단섬망"
"164","금단증후군"
"165","추상사고"
"166","추출"
"167","추상"
"168","추상화"
"169","두눈바깥회선"
"170","두눈외회선"
"171","지대치"
"172","가공의치"
"173","인접조사면"
"174","접촉조사면"
"175","무결석쓸개"
"176","주머니"
"177","염"
"178","무결석담낭염"
"179","가시아메바증"
"180","가시아메바"
"181","별가시아메바"
"182","카스텔라니가시아메바"
"183","쿨베르손가시아메바"
"184","가시아메바각막염"
"185","가시아메바수막뇌염"
"186","찔린느낌증"
"187","전비융기점"
"188","앞코가시점"
"189","구두충증"
"190","구두충"
"191","가시적혈구"
"192","가시적혈구증가"
"193","가시세포분리"
"194","극세포분리"
"195","가시세포분리가시세포종"
"196","극세포분리극세포종"
"197","가시세포분리세포"
"198","가시세포분리이상각화증"
"199","가시세포분리이상각화모반"
"200","극세포해리이상각화모반"
"201","가시세포종"
"202","극세포종"
"203","낭샘모양가시세포종"
"204","낭선모양극세포종"
"205","가시모양골반"
"206","극상골반"
"207","가시모양골반"
"208","극상골반"
"209","가시헛다리"
"210","극상위족"
"211","가시세포증"
"212","극세포증"
"213","흑색솟음가시세포증"
"214","흑색구진극세포증"
"215","흑색가시세포증"
"216","흑색극세포증"
"217","가시세포증식각화증"
"218","무심장쌍둥이"
"219","무심체"
"220","진드기피부염"
"221","무카탈라아제혈증"
"222","카탈라아제결핍"
"223","무카탈라아제증"
"224","가속과분할"
"225","가속고혈압"
"226","가속심실고유리듬"
"227","가속심실고유율동"
"228","가속재증식"
"229","촉진중추"
"230","가속"
"231","가속도"
"232","촉진"
"233","촉진기"
"234","가속기"
"235","촉진인자"
"236","촉진제"
"237","가속기"
"238","촉진신경"
"239","항진"
"240","강화"
"241","강화제"
"242","일일허용량"
"243","일일섭취허용량"
"244","허용소음수준"
"245","용납"
"246","인수검사"
"247","수용적분위기"
"248","수용체"
"249","받개"
"250","접근성"
"251","접촉성"
"252","소통성"
"253","영구큰어금니"
"254","부가치"
"255","덧유방"
"256","덧쐐기다발핵"
"257","부설상핵"
"258","덧눈돌림신경핵"
"259","부동안신경핵"
"260","덧이자관"
"261","부췌관"
"262","덧귀밑샘"
"263","부이하선"
"264","덧전도로"
"265","부전도로"
"266","덧태반"
"267","덧증상"
"268","부증상"
"269","덧갑상샘"
"270","덧갑상샘"
"271","덧자궁"
"272","부자궁"
"273","사고"
"274","재해"
"275","우발"
"276","우연"
"277","우발유산"
"278","사고사"
"279","재해사"
"280","우연오차"
"281","사고피폭"
"282","사고노출"
"283","우연숙주"
"284","잔상"
"285","우연기생충"
"286","우연기생"
"287","우연종"
"288","사고경향성"
"289","얼굴붕대"
"290","다섯가닥얼굴붕대"
"291","오두붕대"
"292","기후순응"
"293","순화"
"294","순화열"
"295","조절"
"296","적응"
"297","숙소"
"298","조절력"
"299","조절마비"
"300","조절불완전마비"
"301","조절범위"
"302","조절반사"
"303","조절"
"304","조절눈피로"
"305","조절눈모음"
"306","조절내편위"
"307","조절내사시"
"308","조절과다"
"309","조절외편위"
"310","조절외사시"
"311","조절피로"
"312","조절력"
"313","조절부전"
"314","조절마비"
"315","조절동공반사"
"316","조절사시"
"317","조절유발시표"
"318","조절측정계"
"319","아코디언발"
"320","아코디언피부이식"
"321","인정"
"322","신임"
"323","발아생식"
"324","부착성장"
"325","부착성장"
"326","유착"
"327","부착"
"328","문화적응문제"
"329","축적"
"330","축적물"
"331","체류용액"
"332","정확도관리"
"333","무세포시멘트질"
"334","중심외"
"335","비중추성"
"336","무중심절"
"337","무중심절염색체"
"338","무중심절조각"
"339","염색체단편"
"340","무중심체단편"
"341","비중심교합"
"342","쏠린맞물림"
"343","절구형성이상"
"344","관골구형성이상"
"345","절구오목"
"346","비구와"
"347","절구테두리"
"348","비구순"
"349","절구패임"
"350","비구절흔"
"351","비구절제"
"352","절구절제"
"353","비구성형"
"354","절구성형"
"355","절구"
"356","비구"
"357","배빨판"
"358","복흡반"
"359","아세트알데히드"
"360","아세트아미노펜"
"361","아세트아닐리드"
"362","아세트산염"
"363","아세트"
"364","신맛"
"365","아세트산"
"366","아세트산화"
"367","초산화"
"368","아세토아세트산"
"369","아세토박터"
"370","아세트글리코스뇨"
"371","아세트산분해"
"372","아세토모르핀"
"373","아세톤천식"
"374","아세톤화"
"375","아세톤"
"376","아세톤혈증"
"377","아세톤뇨"
"378","아세틸"
"379","아세틸기"
"380","아세틸화"
"381","아세틸반응"
"382","아세틸셀룰로오스"
"383","초산섬유소"
"384","아세틸콜린에스테르분해효소"
"385","아세틸콜린에스테라아제"
"386","아세틸조효소"
"387","아세틸렌"
"388","아세틸살리실산"
"389","아세틸살리실산항혈소판요법"
"390","성취도검사"
"391","아킬레스힘줄"
"392","아킬레스건"
"393","아킬레스힘줄반사"
"394","아킬레스건반사"
"395","아킬레스힘줄윤활낭염"
"396","아킬레스건윤활낭염"
"397","아킬레스힘줄절단"
"398","아킬레스건절단"
"399","무담즙변"
"400","완전색맹자"
"401","무색"
"402","비염색"
"403","무색수차"
"404","무색수차렌즈"
"405","무색지움렌즈"
"406","무색덩이"
"407","비염색덩이"
"408","완전색맹"
"409","무색성"
"410","완전색맹"
"411","무색적혈구"
"412","비염색"
"413","비염색세포"
"414","완전색맹"
"415","무색소증"
"416","무염색"
"417","무색"
"418","무색소뇨"
"419","무색적혈구"
"420","위무산증"
"421","위펩신없음증"
"422","산투여검사"
"423","산용출슬라이드검사"
"424","산성말타아제"
"425","산성인산분해효소"
"426","산염"
"427","산요법"
"428","산염기보상"
"429","산염기지시계"
"430","항산"
"431","항산막대균"
"432","항산균"
"433","항산균"
"434","항산균"
"435","항산염색"
"436","항산성"
"437","산성화"
"438","산도측정법"
"439","산정량법"
"440","산도"
"441","산생성균"
"442","호산균"
"443","호산적혈모구"
"444","호산백혈구"
"445","호산골수세포"
"446","호산전골수세포"
"447","호산풋뼈속질세포"
"448","뾰족뼈돌기"
"449","침상췌골"
"450","내산균"
"451","아시딜화"
"452","아시네토박테르"
"453","세엽염"
"454","뭉친여드름"
"455","화장품여드름"
"456","약물여드름"
"457","괴사여드름"
"458","좁쌀괴사여드름"
"459","여드름모양발진"
"460","여드름모양털집염"
"461","여드름모양모낭염"
"462","여드름진"
"463","여드름염"
"464","무체강"
"465","무체강동물"
"466","청각예민"
"467","청각"
"468","소리"
"469","음향"
"470","청각인식불능"
"471","청각실인증"
"472","받아쓰기언어불능"
"473","청각실서증"
"474","청각영역"
"475","청각조짐"
"476","청각눈깜박반사"
"477","청각중추"
"478","음향탄성"
"479","소리증강"
"480","음향증강"
"481","음향증폭"
"482","청각과민"
"483","듣기착각"
"484","착청"
"485","소리저항"
"486","소리임피던스"
"487","소리절연체"
"488","음향절연체"
"489","소리경계면"
"490","음향경계면"
"491","음향렌즈"
"492","소리흡수재"
"493","흡음재"
"494","속귀신경"
"495","청신경"
"496","속귀신경집종"
"497","청신경집종"
"498","속귀신경집종"
"499","청신경집종"
"500","귓구멍"
"501","청각부챗살"
"502","소리반사"
"503","음향강화"
"504","음향저항"
"505","음향코안통기도측정기"
"506","음향비강통기도검사기"
"507","청각신경집종"
"508","청신경슈반세포종"
"509","음향음영"
"510","음향스펙트럼"
"511","청각반점"
"512","음향스트레스"
"513","청각스트레스"
"514","음향변환기"
"515","음향변성기"
"516","음향학"
"517","음향광학"
"518","교류망"
"519","후천형질"
"520","후천낭성콩팥병"
"521","후천낭성신장병"
"522","후천비늘증"
"523","후천면역"
"524","후천천공피부병"
"525","획득저항"
"526","획득내성"
"527","획득"
"528","습득"
"529","획득행렬수"
"530","획득방법"
"531","획득시간"
"532","말단과다각화증"
"533","말단흑자흑색종"
"534","완전색맹"
"535","말단감각마비"
"536","말단혈관피부염"
"537","손발관절염"
"538","수족관절염"
"539","끝곁매듭"
"540","끝곁매듭염색체"
"541","뾰족머리과다가락붙음증"
"542","뾰족머리다합지증"
"543","손발오그라듦"
"544","사지구축"
"545","말단청색한랭병"
"546","말단청색저온병"
"547","말단피부염"
"548","손발피부염"
"549","연속말단피부염"
"550","창자병증말단피부염"
"551","지속말단피부염"
"552","말단피부증"
"553","말단홍반"
"554","말단홍색각피증"
"555","말단감각과민"
"556","말단통증"
"557","얼굴말단뼈발생이상"
"558","찬손발"
"559","말단냉각"
"560","말단각화탄력섬유증"
"561","말단각화증"
"562","말단비대거인"
"563","말단발육과다"
"564","봉우리끝"
"565","견봉단"
"566","봉우리그물"
"567","견봉망"
"568","봉우리빗장관절"
"569","견봉쇄골관절"
"570","봉우리빗장인대"
"571","견봉쇄골인대"
"572","어깨뼈봉우리절제"
"573","견봉절제"
"574","어깨뼈봉우리성형"
"575","견봉성형"
"576","말단신경병"
"577","말단감각이상"
"578","말단병"
"579","꼭지방향"
"580","말단색소침착"
"581","첨단체잔섬유"
"582","첨단체미세섬유"
"583","첨단체반응"
"584","말단뼈용해"
"585","말단골용해"
"586","가락끝붙음증"
"587","말단합지증"
"588","무맥박"
"589","약한맥박"
"590","무맥박"
"591","약한맥박"
"592","말단영양통증"
"593","아크릴수지시멘트"
"594","아크릴수지재킷관"
"595","아크릴수지계속치"
"596","행위"
"597","법"
"598","부신겉질자극호르몬"
"599","부신피질자극호르몬"
"600","액틴"
"601","가는근육미세섬유"
"602","가는근육잔섬유"
"603","액틴필라멘트"
"604","작용"
"605","광선"
"606","화학작용"
"607","광선입술염"
"608","광선피부염"
"609","광선탄력섬유증"
"610","광선육아종"
"611","광선각막염"
"612","광선각막병"
"613","광화학각막병"
"614","광선각화증"
"615","광선편평태선"
"616","광선편평돋음주름"
"617","광선땀구멍각화증"
"618","광선가려움발진"
"619","화학작용광선"
"620","광선유사그물증"
"621","광선망막염"
"622","광화학망막염"
"623","악티노바실루스증"
"624","비저균"
"625","악티노바실루스말레이"
"626","광선피부염"
"627","광선피부증"
"628","악티노마두라"
"629","바퀴살균"
"630","방선균"
"631","바퀴살균종"
"632","방선균종"
"633","악티노마이신"
"634","바퀴살균증"
"635","방선균증"
"636","작용"
"637","활동"
"638","활동전류"
"639","활동전위"
"640","활동떨림"
"641","활성화흡착"
"642","활성숯"
"643","활성탄"
"644","활성혈액응고시간"
"645","활성화복합"
"646","활성화복합물"
"647","활성화부분트롬보플라스틴시간"
"648","활성해감모래법"
"649","활성오니법"
"650","활성해감모래통"
"651","활성오니조"
"652","활성화"
"653","활성화분석"
