"","x"
"1","배벽"
"2","복벽"
"3","배벽결손"
"4","복벽결손"
"5","무심장쌍둥이"
"6","무심체"
"7","덧전도로"
"8","부전도로"
"9","청각신경집종"
"10","청신경슈반세포종"
"11","음향음영"
"12","교류망"
"13","봉우리그물"
"14","견봉망"
"15","아크릴수지재킷관"
"16","아크릴수지계속치"
"17","활성골수"
"18","뾰족사마귀"
"19","공기음영"
"20","기도"
"21","숨길"
"22","기도유지기"
"23","기도전도도"
"24","기도관리"
"25","기도폐쇄"
"26","기도내압"
"27","기도압해제환기"
"28","기도반사"
"29","숨길반사"
"30","기도저항"
"31","알코올금단섬망"
"32","허용실혈량"
"33","허용혈액상실량"
"34","허용오차"
"35","허용량"
"36","권장량"
"37","허용공간"
"38","알파파"
"39","대체보체경로"
"40","아메리카구충"
"41","아미탈면담"
"42","상행각융기맥파"
"43","해부학치아관"
"44","해부학치아머리"
"45","부착증식"
"46","부착발육"
"47","비부착증식"
"48","비부착발육"
"49","전후전만상"
"50","뒤굽이정면영상"
"51","전후상"
"52","앞뒤방향영상"
"53","끝성장"
"54","심첨장축도"
"55","폐첨전만위상"
"56","심첨"
"57","방도"
"58","부분분비땀샘"
"59","아포크린땀샘"
"60","겉보기중량"
"61","덧붙이성장"
"62","부가성장"
"63","방수흐름"
"64","방수유입"
"65","방수유출"
"66","방수배출"
"67","방수유출률"
"68","활꼴철사"
"69","아치와이어"
"70","활모양연결"
"71","갈고리촌충"
"72","유구조충"
"73","관절혈관그물"
"74","관절혈관망"
"75","인공기도"
"76","기도유지기"
"77","인공치아관"
"78","계속치관"
"79","인공턱"
"80","성기발육불완전난쟁이"
"81","아시아조충"
"82","천식모양쌕쌕거림"
"83","직난시"
"84","바른난시"
"85","비대칭태아성장제한"
"86","비동기증식"
"87","발육불완전난쟁이"
"88","아보가드로법칙"
"89","깨어남"
"90","각성"
"91","각성제조절법"
"92","인식"
"93","각성상태"
"94","축류"
"95","축흐름"
"96","축영상"
"97","축삭형질흐름"
"98","등두드리기"
"99","등타격"
"100","역류"
"101","거꿀흐름"
"102","후방탈구"
"103","뒤어긋남"
"104","뒤쪽심장기능상실"
"105","후향심부전"
"106","세균증식률"
"107","주파수폭"
"108","음역"
"109","바륨음영"
"110","바제도병"
"111","바닥영상"
"112","기저영상"
"113","들보폭"
"114","속폭"
"115","빛살폭인공물"
"116","벡위스증후군"
"117","소아야뇨증"
"118","유뇨증"
"119","무구조충"
"120","팔꿉밑절단"
"121","전완부절단"
"122","검사차례간변이계수"
"123","이란성쌍둥이"
"124","빈스방거병"
"125","생물발생법칙"
"126","생합성경로"
"127","이상성파형"
"128","출생체중"
"129","물린상처"
"130","교상"
"131","흑수열"
"132","방광세척"
"133","낭미충"
"134","혈류"
"135","혈류량"
"136","혈류계"
"137","혈류량"
"138","혈류속도"
"139","타격"
"140","타박"
"141","뒷바람효과"
"142","후풍효과"
"143","검정파리"
"144","안와내파열골절"
"145","눈확안쪽파열골절"
"146","휘파람호흡"
"147","취음성호흡"
"148","안와외파열골절"
"149","눈확바깥파열골절"
"150","체중신장비"
"151","골수"
"152","뼈속질"
"153","골수생검"
"154","골수혈액"
"155","골수억제"
"156","골수바늘"
"157","골수이식"
