"","x"
"1","삼차원위상대조혈관조영"
"2","무게인식불능"
"3","비관절통풍"
"4","배붕대"
"5","복강임신"
"6","배안임신"
"7","복부편두통"
"8","배편두통"
"9","복강임신"
"10","배안임신"
"11","가쪽눈떨림"
"12","외전안진"
"13","긴엄지벌림근"
"14","장무지외전근"
"15","이상형태발생"
"16","변위형태형성"
"17","이상재생"
"18","이상자궁출혈"
"19","혈액형체계"
"20","혈액형검사"
"21","난각후단비후"
"22","부전프로파지"
"23","불현프로파지"
"24","절대녹내장"
"25","절대음감"
"26","흡수거즈"
"27","흡수젤라틴갯솜"
"28","흡수젤라틴해면"
"29","흡수묶음실"
"30","흡수부위"
"31","추상사고"
"32","가시아메바수막뇌염"
"33","흑색솟음가시세포증"
"34","흑색구진극세포증"
"35","흑색가시세포증"
"36","흑색극세포증"
"37","진드기학"
"38","촉진중추"
"39","수용적분위기"
"40","덧귀밑샘"
"41","부이하선"
"42","덧징후"
"43","부징후"
"44","덧갑상샘"
"45","잔상"
"46","조절범위"
"47","조절눈모음"
"48","조절피로"
"49","조절유발시표"
"50","동반정맥"
"51","아코디언피부이식"
"52","무중심절조각"
"53","염색체단편"
"54","무중심체단편"
"55","아세트글리코스뇨"
"56","연골무발생증"
"57","위무산증"
"58","위펩신없음증"
"59","산투여검사"
"60","항산균"
"61","산생성균"
"62","호산과립"
"63","꽈리샘"
"64","세엽선"
"65","뭉친여드름"
"66","보통여드름"
"67","여드름"
"68","청각인식불능"
"69","청각실인증"
"70","받아쓰기언어불능"
"71","청각실서증"
"72","음향증폭"
"73","후천거대잘록창자"
"74","후천거대결장"
"75","후천천공피부병"
"76","후천진행림프관종"
"77","말단흑자흑색종"
"78","팔다리인식불능"
"79","사지실인증"
"80","말단혈관피부염"
"81","팔다리인식"
"82","말단비대거인"
"83","말단비대"
"84","팔다리통증"
"85","말단발육과다"
"86","봉우리빗장인대"
"87","견봉쇄골인대"
"88","말단색소침착"
"89","첨단체과립"
"90","표피내땀샘관모반"
"91","표피내한선관모반"
"92","작용"
"93","광선육아종"
"94","광선가려움발진"
"95","활성혈액응고시간"
"96","활성해감모래법"
"97","활성오니법"
"98","활성해감모래통"
"99","활성오니조"
"100","활성화에너지"
"101","개방관문"
"102","능동경사차폐"
"103","적극상상"
"104","적극명상"
"105","적극거부증"
"106","활동산소"
"107","활성산소"
"108","능동차폐"
"109","능동보정"
"110","급성카타르후두염"
"111","급성후두개염"
"112","급성전격수막알균혈증"
"113","급성괴사출혈뇌병"
"114","급성괴사망막염"
"115","급성괴사궤양잇몸염"
"116","급성괴사궤양치은염"
"117","급성폐쇄세기관지염"
"118","급성후신경절염"
"119","급성연축후두염"
"120","중독학"
"121","상가유전자"
"122","긴모음근"
"123","장수내전근"
"124","아데노이드증식"
"125","샘종모양치원성종양"
"126","샘종성갑상샘종"
"127","샘인두염"
"128","아데노이드인두염"
"129","접착성금"
"130","지방생성"
"131","비만"
"132","지방증생식기퇴행위축"
"133","보조영상기법"
"134","가변격판"
"135","덧귀밑샘"
"136","부이하선"
"137","청소년심리"
"138","청소년심리학"
"139","부신"
"140","콩팥위샘"
"141","아드레날린"
"142","아드레날린성약"
"143","아드레날린대항제"
"144","아드레날린길항제"
"145","아드레날린차단제"
"146","아드레날린차단제"
"147","아드레날린작용약"
"148","아드레날린섬유"
"149","아드레날린수용체"
"150","부신생식기증후군"
"151","성인용량"
"152","성충기"
"153","약물유해반응"
"154","토고숲모기"
"155","호기해당작용"
"156","산소그람음성막대균"
"157","공중생물학"
"158","호흡소화관"
"159","항공치통"
"160","위내공기고임"
"161","가스발생균"
"162","흡입결핵"
"163","기상학"
"164","공기삼킴증"
"165","공기삼킴증"
"166","정동갈망"
"167","들토리세동맥"
"168","수입사구체세동맥"
"169","친화크로마토그래피"
"170","무피브리노겐혈증"
"171","무섬유소원혈증"
"172","아프리카수면병"
"173","후방전"
"174","잔상"
"175","잔상검사"
"176","후부하장치"
"177","후장진법"
"178","젖마름증"
"179","무감마글로불린혈증"
"180","신경절없음증"
"181","무신경절증"
"182","우무"
"183","우무배지"
"184","우무배양"
"185","우무배지"
"186","우무확산법"
"187","우무겔확산"
"188","우무겔침강소억제검사"
"189","우무배지"
"190","우무평판"
"191","우무경사면"
"192","순수우무"
"193","아가로오스"
"194","우무겔전기이동"
"195","무위"
"196","소화관없는"
"197","나이"
"198","연령"
"199","기"
"200","나이감정"
"201","정년"
"202","연령표준화"
"203","연령부양비"
"204","기관"
"205","무발생"
"206","무발생"
"207","생식기관없음증"
"208","무생식기증"
"209","물질"
"210","인자"
"211","약"
"212","제"
"213","연령기간코호트분석"
"214","나이관련인지저하"
"215","나이관련변성"
"216","노년기변성"
"217","연령성피라미드"
"218","연령별사망률"
"219","연령별생식률"
"220","연령별비율"
"221","미각소실"
"222","미각언어상실증"
"223","미각실어증"
"224","융기"
"225","응집성"
"226","응집촉진"
"227","응집제"
"228","응집능"
"229","응집"
"230","응집반응"
"231","응집검사"
"232","응집소"
"233","응집원"
"234","응집친화성"
"235","무리림프소절"
"236","집합림프소절"
"237","무리림프소절"
"238","응집"
"239","응집측정기"
"240","공격소"
"241","공격"
"242","공격적인격"
"243","공격성"
"244","노화"
"245","노령화"
"246","나이먹음"
"247","노화과정"
"248","초조우울증"
"249","초조"
"250","휘젓개"
"251","혼합기"
"252","속기증"
"253","속어증"
"254","혀없음증"
"255","삼킴불능"
"256","손거스러미"
"257","턱없음"
"258","무악증"
"259","병인불명"
"260","기원불명"
"261","원인불명골수화생"
"262","실인증"
"263","인식불능증"
"264","생식샘없는"
"265","생식선결손"
"266","생식선결손자"
"267","생식샘없음"
"268","빈사"
"269","임종"
"270","사망전"
"271","사망전백혈구증가"
"272","사망전혈전증"
"273","작용제"
"274","작용근"
"275","고통"
"276","광장공포"
"277","문법상실"
"278","무과립겉질"
"279","무과립피질"
"280","무과립세포질그물"
"281","무과립세포질세망"
"282","무과립백혈구"
"283","무과립구"
"284","무과립구증"
"285","쓰기언어불능"
"286","실서증"
"287","무중력"
"288","광장공포"
"289","뇌이랑없음"
"290","무뇌회증"
"291","공기기관지조영상"
"292","에어컨폐"
"293","에어컨허파"
"294","공기전도듣기"
"295","공기전도청력"
"296","공기부족"
"297","공기기아"
"298","공기누출"
"299","대기감시"
"300","공기압박주조기"
"301","공기걸림"
"302","공기뼈전도차이"
"303","기도관리"
"304","콧방울연골"
"305","비익연골"
"306","날개인대"
"307","익상인대"
"308","알베르스"
"309","쇤베르크병"
"310","올브라이트증후군"
"311","백색막절개"
"312","백색막염"
"313","알부민글로불린비"
"314","알부민세포해리"
"315","알칼리게네스"
"316","알칼리게네스페칼리스"
"317","알코올유발반응검사"
"318","알코올탈수소효소"
"319","알코올소뇌변성"
"320","각성반응"
"321","조류"
"322","말무리"
"323","통각"
"324","통각과민"
"325","통증계"
"326","통각발생"
"327","통각인식"
"328","한랭"
"329","오한"
"330","성학대증"
"331","통증학"
"332","조류학"
"333","해조학"
"334","통증계"
"335","통증공포"
"336","오한"
"337","한랭"
"338","사후체온하강"
"339","알고리듬"
"340","연산법"
"341","둘러겹침"
"342","앨리어싱"
"343","둘러겹침허상"
"344","정렬"
"345","중심맞추기"
"346","조준지시계"
"347","중심맞춤지시계"
"348","식사당뇨"
"349","식사저혈당"
"350","알칼리역류위염"
"351","알칼로이드시약"
"352","알킬화약물"
"353","알킬화제"
"354","요막혈관연결쌍둥이"
"355","탯줄연결쌍둥이"
"356","대립유전자"
"357","알레르기항원"
"358","알레르기항원치환"
"359","알레르기혈청"
"360","알레르기항원성"
"361","알레르기혈관염"
"362","알레르기관절염"
"363","알레르기천식"
"364","알레르기기관지폐아스페르길루스증"
"365","알레르기입술염"
"366","알레르기결막염"
"367","알레르기접촉피부염"
"368","알레르기피부염"
"369","알레르기병"
"370","알레르기습진"
"371","알레르기자색반병"
"372","알레르기반응"
"373","알레르기비염"
"374","알레르기코염"
"375","알레르기코곁굴염"
"376","알레르기부비동염"
"377","알레르기입안염"
"378","알레르기구내염"
"379","알레르기혈관염"
"380","알레르기화"
"381","알레르기학"
"382","알레르기증"
"383","알레르기"
"384","악어입집게"
"385","동종항원"
"386","타가생식"
"387","동종이계"
"388","동종이형"
"389","동종이계"
"390","동종이형"
"391","동종이형억제"
"392","동종이식"
"393","동종이식편"
"394","동종이식반응"
"395","동종이식거부반응"
"396","무생물재료이식편"
"397","선천탈모"
"398","알파과립"
"399","알파아드레날린성약"
"400","세대교번"
"401","교대반마비"
"402","교류"
"403","교대내사시"
"404","교대외사시"
"405","교대주시"
"406","교대상사위"
"407","교대눈떨림"
"408","교대안진"
"409","교대마비"
"410","교대인격"
"411","교대맥박"
"412","교대척주옆굽음증"
"413","교대척주측만증"
"414","교대사시"
"415","교대떨림"
"416","교대시"
"417","백반육아종"
"418","명반육아종"
"419","이틀뼈이식"
"420","치조골이식"
"421","폐포가스"
"422","꽈리기체"
"423","폐포가스교환"
"424","허파꽈리가스교환"
"425","꽈리샘"
"426","포상선"
"427","허파꽈리큰포식세포"
"428","폐포대식세포"
"429","이틀모서리"
"430","치조연"
"431","폐포산소압"
"432","허파꽈리산소압"
"433","이틀능선"
"434","치조능선"
"435","치조연투영"
"436","폐포동맥간산소분압차"
"437","아말감"
"438","아말감합금"
"439","아말감나르개"
"440","아말감운반체"
"441","아말감조작기"
"442","아말감띠"
"443","아말감혼합기"
"444","아말감충전기"
"445","아말감화"
"446","무편모충체"
"447","무편모형"
"448","일과성흑암시"
"449","흑암시눈떨림"
"450","모호"
"451","불분명"
"452","모호생식기"
"453","약시눈떨림"
"454","약시안진"
"455","앰부주머니"
"456","통원수술"
"457","아메바수막뇌염"
"458","아메바편모충"
"459","무거대핵세포혈소판감소"
"460","사기질조직형성"
"461","불완전사기질형성증"
"462","아미노기"
"463","아미노당"
"464","아미노글리코시드"
"465","양막발생"
"466","양막형성"
"467","양수조영도"
"468","양수조영"
"469","양친유전"
"470","팽대부임신"
"471","팽대부위"
"472","편도"
"473","편도핵"
"474","편도체"
"475","편도핵"
"476","아밀로이드혈관병"
"477","선천근무긴장"
"478","무산소세균"
"479","혐기세균"
"480","성장기탈모"
"481","항문주위샘"
"482","항문선"
"483","항문가장자리"
"484","항문기"
"485","항문피부선"
"486","진통"
"487","무통증"
"488","무감각부위통증"
"489","진통"
"490","진통제"
"491","진통제콩팥염"
"492","진통제신장염"
"493","진통제콩팥병"
"494","진통제신장병"
"495","아날로그신호"
"496","유사물질"
"497","유사체"
"498","분석역학"
"499","분석심리학"
"500","후기다리놓기"
"501","후기가교"
"502","아나필락시스괴저"
"503","아나필락시스유발"
"504","역형성큰세포림프종"
"505","고정"
"506","부착증식"
"507","부착발육"
"508","비부착증식"
"509","비부착발육"
"510","고정원섬유"
"511","고정잔섬유"
"512","고정융모"
"513","팔꿈치통풍"
"514","남성호르몬"
"515","안드로겐"
"516","안드로겐결합단백질"
"517","안드로겐수용체"
"518","숫생식"
"519","동정생식"
"520","안드로겐생성"
"521","남성호르몬생성"
"522","안드로겐성탈모"
"523","남성호르몬"
"524","남성화스테로이드"
"525","남성과학"
"526","남성학"
"527","무배아임신"
"528","무반응"
"529","무력증"
"530","무반응"
"531","무력증"
"532","마취과의사"
"533","마취과학"
"534","마취제"
"535","분노"
"536","혈관확장"
"537","혈관절제"
"538","맥관염"
"539","혈관염"
"540","협심증"
"541","앙기나"
"542","협심증"
"543","가슴조임증"
"544","협심통증"
"545","가슴조임통증"
"546","협심증증후군"
"547","혈관모세포"
"548","혈관모세포종"
"549","심장혈관조영상"
"550","심장혈관조영"
"551","혈관심장운동"
"552","혈관심장운동제"
"553","혈관피부염"
"554","혈관형성이상"
"555","혈관영양장애"
"556","혈관부종"
"557","맥관부종"
"558","혈관내피종증"
"559","혈관섬유종"
"560","혈관형성"
"561","혈관신생"
"562","맥관기원"
"563","혈관기원"
"564","맥관형성"
"565","혈관형성"
"566","혈관조영상"
"567","혈관조영"
"568","동맥조영"
"569","혈관유리질증"
"570","혈관모양"
"571","혈관모양줄무늬"
"572","혈관면역모세포림프절병"
"573","혈관면역모구"
"574","세포림프종"
"575","혈관각화종"
"576","국한혈관각화종"
"577","광범위몸통혈관각화종"
"578","맥관운동"
"579","혈관운동"
"580","혈관평활근종"
"581","혈관지방종"
"582","혈관돌변성"
"583","맥관결석변성"
"584","맥관학"
"585","혈관학"
"586","혈관루푸스모양"
"587","혈관루푸스모양사르코이드증"
"588","혈관림프구과다형성"
"589","혈관림프구증식"
"590","혈관퇴화"
"591","혈관종"
"592","맥관종"
"593","해면혈관종"
"594","단순혈관종"
"595","혈관종증"
"596","혈관모반"
"597","혈관근지방종"
"598","혈관근종"
"599","혈관근육종"
"600","혈관신경병"
"601","혈관신경성부종"
"602","혈관신경자색반병"
"603","혈관운동근마비"
"604","혈관병"
"605","혈관형성"
"606","혈관증식"
"607","혈관성형"
"608","혈관생성"
"609","혈관압박"
"610","혈관봉합"
"611","혈관꿰맴"
"612","혈관육종"
"613","혈관경화"
"614","혈관경화괴사"
"615","혈관현미경"
"616","혈관내시경"
"617","혈관현미경관찰"
"618","혈관암점"
"619","혈관암점측정"
"620","혈관분포영역"
"621","혈관연축"
"622","혈관연축망막병"
"623","혈관협착"
"624","혈관골화"
"625","광동주혈선충증"
"626","광동주혈선충증"
"627","광동주혈선충"
"628","혈관확장"
"629","앤지오텐신"
"630","앤지오텐신전환효소"
"631","앤지오텐신전환효소억제제"
"632","앤지오텐신분해효소"
"633","앤지오텐시노겐"
"634","혈관분절"
"635","혈관수축"
"636","혈관수축제"
"637","혈관영양"
"638","각"
"639","구석"
"640","각진턱뼈절제"
"641","각진턱절골"
"642","앞방각골"
"643","전방각저"
"644","각오목"
"645","앞방각뒤물림"
"646","전방각후퇴"
