"","x"
"1","삼차원위상대조혈관조영"
"2","히드록시인돌아세트산"
"3","무세균고름뇨"
"4","무세균농뇨"
"5","배대동맥자루"
"6","복부대동맥류"
"7","배안"
"8","복강"
"9","급경련복통"
"10","복식분만"
"11","배자궁절제"
"12","복식자궁절제"
"13","배벽자궁고정"
"14","복벽자궁고정"
"15","복강임신"
"16","배안임신"
"17","복부방광"
"18","복식자궁절제"
"19","배자궁절제"
"20","복식자궁절개"
"21","배자궁절개"
"22","복부성형"
"23","배성형"
"24","가쪽눈떨림"
"25","외전안진"
"26","배아반대쪽"
"27","배아반대쪽극"
"28","이상주기"
"29","딴곳갑상샘"
"30","이소성갑상선"
"31","능력"
"32","무활력"
"33","위축"
"34","비정상불수의운동척도"
"35","이상"
"36","비정상"
"37","혈액형체계"
"38","혈액형검사"
"39","절대부정맥"
"40","절대습도"
"41","절대원시"
"42","절대백혈구증가"
"43","절대불응기"
"44","흡수계측"
"45","흡수율"
"46","금단증후군"
"47","무결석쓸개"
"48","주머니"
"49","염"
"50","무결석담낭염"
"51","별가시아메바"
"52","가시적혈구"
"53","가시적혈구증가"
"54","가시세포분리"
"55","극세포분리"
"56","가시세포분리가시세포종"
"57","극세포분리극세포종"
"58","가시세포분리세포"
"59","가시세포분리이상각화증"
"60","가시세포분리이상각화모반"
"61","극세포해리이상각화모반"
"62","낭샘모양가시세포종"
"63","낭선모양극세포종"
"64","가시모양골반"
"65","극상골반"
"66","진드기학"
"67","가속과분할"
"68","가속고혈압"
"69","가속심실고유리듬"
"70","가속심실고유율동"
"71","일일허용량"
"72","일일섭취허용량"
"73","접근성"
"74","접촉성"
"75","소통성"
"76","덧"
"77","부"
"78","부속"
"79","덧유방"
"80","보조세포"
"81","덧세포"
"82","덧염색체"
"83","더부신경경련"
"84","덧쐐기다발핵"
"85","부설상핵"
"86","덧귀"
"87","더부신경"
"88","부신경"
"89","덧핵소체"
"90","부핵소체"
"91","더부신경핵"
"92","부신경핵"
"93","덧눈돌림신경핵"
"94","부동안신경핵"
"95","덧이자"
"96","부췌장"
"97","덧이자관"
"98","부췌관"
"99","덧귀밑샘"
"100","부이하선"
"101","덧전도로"
"102","부전도로"
"103","덧태반"
"104","덧돌기"
"105","덧징후"
"106","부징후"
"107","덧지라"
"108","부비장"
"109","덧증상"
"110","부증상"
"111","덧갑상샘"
"112","덧갑상샘"
"113","덧자궁"
"114","부자궁"
"115","조절마비"
"116","조절부전"
"117","조절마비"
"118","조절동공반사"
"119","동반정맥"
"120","정확도"
"121","정확도관리"
"122","절구형성이상"
"123","관골구형성이상"
"124","비구절제"
"125","절구절제"
"126","비구성형"
"127","절구성형"
"128","아세트알데히드"
"129","아세트글리코스뇨"
"130","아세트산분해"
"131","아세틸"
"132","아세틸기"
"133","아세틸화"
"134","아세틸반응"
"135","아세틸셀룰로오스"
"136","초산섬유소"
"137","아세틸콜린에스테르분해효소"
"138","아세틸콜린에스테라아제"
"139","아세틸조효소"
"140","아세틸렌"
"141","아세틸살리실산"
"142","아세틸살리실산항혈소판요법"
"143","아킬레스힘줄통증"
"144","아킬레스건통증"
"145","아킬레스힘줄봉합"
"146","아킬레스건봉합"
"147","아킬레스힘줄절단"
"148","아킬레스건절단"
"149","위산없음증"
"150","무위산증"
"151","무위산소화불량"
"152","무색적혈구"
"153","무색적혈구"
"154","위무산증"
"155","위펩신없음증"
"156","위무산증"
"157","위펩신없음증"
"158","과산성소화불량"
"159","산성점액다당류"
"160","산성뮤코다당류"
"161","산성고름뇨"
"162","산성농뇨"
"163","산요법"
"164","산도측정법"
"165","산정량법"
"166","산도"
"167","호산적혈모구"
"168","호산백혈구"
"169","호산골수세포"
"170","호산전골수세포"
"171","호산풋뼈속질세포"
"172","뾰족뼈돌기"
"173","침상췌골"
"174","아시딜"
"175","아시딜기"
"176","아시딜화"
"177","청각과민"
"178","후천낭성콩팥병"
"179","후천낭성신장병"
"180","후천비늘증"
"181","후천면역결핍증후군"
"182","에이즈"
"183","후천면역"
"184","후천면역결핍증후군"
"185","에이즈"
"186","후천진행림프관종"
"187","말단과다각화증"
"188","아크리딘물감"
"189","완전색맹"
"190","앞뒤짧은머리증"
"191","뾰족머리과다가락붙음증"
"192","뾰족머리다합지증"
"193","뾰족머리증"
"194","첨두증"
"195","말단청색증"
"196","말단청색한랭병"
"197","말단청색저온병"
"198","말단통증"
"199","말단홍반"
"200","말단홍색각피증"
"201","얼굴말단뼈발생이상"
"202","찬손발"
"203","말단냉각"
"204","말단비대"
"205","봉우리끝"
"206","견봉단"
"207","어깨뼈봉우리절제"
"208","견봉절제"
"209","어깨뼈봉우리성형"
"210","견봉성형"
"211","말단신경병"
"212","말단마비"
"213","말단병"
"214","말단뼈용해"
"215","말단골용해"
"216","가락끝붙음증"
"217","말단합지증"
"218","표피내땀샘관모반"
"219","표피내한선관모반"
"220","말단영양통증"
"221","아크릴수지"
"222","아크릴수지시멘트"
"223","아크릴수지재킷관"
"224","아크릴수지계속치"
"225","광선각막병"
"226","광화학각막병"
"227","화학작용광선"
"228","바퀴살균"
"229","방선균"
"230","바퀴살균종"
"231","방선균종"
"232","악티노마이신"
"233","바퀴살균증"
"234","방선균증"
"235","활성화분석"
"236","방사화분석"
"237","활성화에너지"
"238","능동충혈"
"239","능동면역"
"240","활동산소"
"241","활성산소"
"242","활성도"
"243","활동"
"244","활성"
"245","능"
"246","액토미오신"
"247","시력"
"248","명료도"
"249","정밀도"
"250","급성무결석쓸개"
"251","주머니"
"252","염"
"253","급성무결석담낭염"
"254","급성뇌증후군"
"255","급성카타르후두염"
"256","급성쓸개"
"257","주머니"
"258","염"
"259","급성담낭염"
"260","급성망상정신병"
"261","급성파종뇌척수염"
"262","급성용혈성수혈반응"
"263","급성특발여러신경염"
"264","급성특발다발신경염"
"265","급성간헐포르피린증"
"266","급성허혈위팔신경병"
"267","급성허혈상완신경병"
"268","급성태선모양잔비늘증"
"269","급성림프구백혈병"
"270","급성골수세포백혈병"
"271","급성괴사출혈뇌병"
"272","급성전골수세포백혈병"
"273","급성풋골수세포백혈병"
"274","급성방사선증후군"
"275","급성호흡곤란증후군"
"276","급성연축후두염"
"277","급성횡단척수염"
"278","급성가로방향척수염"
"279","급성소변정체"
"280","급성요정체"
"281","청색맹"
"282","무고리화합물"
"283","아실분해효소"
"284","아실화"
"285","아실전이효소"
"286","무방광증"
"287","가락없음"
"288","적응성"
"289","순응성"
"290","적응효소"
"291","암순응측정"
"292","중독학"
"293","부가중합체"
"294","샘적출"
"295","선적출"
"296","샘낭성"
"297","선낭성"
"298","샘낭암종"
"299","선낭암종"
"300","샘낭종"
"301","선낭종"
"302","샘뇌하수체절제"
"303","선뇌하수체절제"
"304","샘뇌하수체"
"305","선뇌하수체"
"306","샘낭암종"
"307","선낭암종"
"308","아데노이드절제"
"309","샘림프종"
"310","선림프종"
"311","샘종과다형성"
"312","샘종폴립"
"313","샘근상피종"
"314","샘근종"
"315","선근종"
"316","샘근육증"
"317","선근증"
"318","자궁샘근육증"
"319","자궁선근증"
"320","샘병"
"321","선병"
"322","샘인두염"
"323","아데노이드인두염"
"324","아데노이드편도절제"
"325","아데닐사이클라아제"
"326","아데닐산키나아제"
"327","아데닐산"
"328","적절도"
"329","유착절제"
"330","거대후막포자진균증"
"331","거대포자진균증"
"332","지방조직절제"
"333","지방세포"
"334","지방분해"
"335","지방용해"
"336","지방증"
"337","비만증"
"338","지방증생식기퇴행위축"
"339","보조화학요법"
"340","보조요법"
"341","덧귀밑샘"
"342","부이하선"
"343","자궁부속기절제"
"344","자궁부속기고정"
"345","부속기절개"
"346","청소년심리"
"347","청소년심리학"
"348","차용면역"
"349","입양면역"
"350","차용면역요법"
"351","입양면역요법"
"352","부신된출혈"
"353","부신성고혈압"
"354","부신절제"
"355","부신겉질과다형성"
"356","부신피질증식"
"357","부신겉질부전"
"358","부신피질부전"
"359","부신생식기증후군"
"360","부신백질형성장애"
"361","부신속질호르몬"
"362","부신수질호르몬"
"363","부신척수신경병"
"364","흡착능"
"365","성인호흡곤란증후군"
"366","성인"
"367","세포백혈병"
"368","림프종"
"369","성인발병비만"
"370","전진수면위상증후군"
"371","무력증"
"372","힘없음증"
"373","무력증열"
"374","무력창자막힘증"
"375","무력성장폐색"
"376","공기팡이실"
"377","공기균사"
"378","공기균사체"
"379","호기해당작용"
"380","공중생물학"
"381","공기역학"
"382","물공기요법"
"383","기상학"
"384","공기삼킴증"
"385","기압요법"
"386","열기요법"
"387","정동정신병"
"388","정동성"
"389","정감성"
"390","들창자증후군"
"391","들림프관"
"392","수입림프관"
"393","들신경동공결손"
"394","구심신경동공결손"
"395","친화력"
"396","친화성"
"397","친화크로마토그래피"
"398","친화계수"
"399","친화상수"
"400","연령부양비"
"401","기관"
"402","연령기간코호트분석"
"403","연령성피라미드"
"404","연령별생식률"
"405","응집성"
"406","응집능"
"407","무리림프소절"
"408","집합림프소절"
"409","무리림프소절"
"410","공격적인격"
"411","원인불명골수화생"
"412","사망전백혈구증가"
"413","고통"
"414","무과립백혈구"
"415","무과립구"
"416","무과립구증"
"417","무중력"
"418","광장공포"
"419","뇌이랑없음"
"420","무뇌회증"
"421","공기전도청력검사"
"422","공기주입방광경검사"
"423","공기주입방광보개검사"
"424","항공의료수송체계"
"425","공기주입검사"
"426","공기폭압손상"
"427","공기팽창손상"
"428","기도"
"429","숨길"
"430","기도유지기"
"431","기도전도도"
"432","기도관리"
"433","기도폐쇄"
"434","기도내압"
"435","기도압해제환기"
"436","기도반사"
"437","숨길반사"
"438","기도저항"
"439","무운동뇌전증"
"440","무운동간질"
"441","올브라이트증후군"
"442","백색막절개"
"443","알부민세포해리"
"444","알코올탈수소효소"
"445","알코올여러신경염"
"446","알코올다발신경염"
"447","가알코올분해"
"448","알데히드"
"449","알데히드환원효소"
"450","통증학"
"451","조류학"
"452","해조학"
"453","금식"
"454","단식"
"455","식사당뇨"
"456","식사저혈당"
"457","식사비만"
"458","소화계통"
"459","소화계"
"460","식사치료학"
"461","소화관"
"462","식사요법"
"463","지방족탄화수소"
"464","알칼리측정기"
"465","알칼리측정법"
"466","알칼리도"
"467","알칼리요법"
"468","알칼리정량법"
"469","알칼리측정"
"470","알킬화약물"
"471","알킬화제"
"472","알킬화"
"473","요막동맥"
"474","요막공간"
"475","알레르기항원성"
"476","알레르기기관지폐아스페르길루스증"
"477","알레르기학"
"478","알레르기"
"479","동종항체"
"480","무해자극통증"
"481","이질통증"
"482","타가생식"
"483","동종면역용혈빈혈"
"484","이식성형"
"485","동종이식편반응"
"486","주기부정맥"
"487","주기불규칙맥"
"488","알로스테리효소"
"489","동종이형"
"490","동종항원표지자"
"491","합금"
"492","알파용혈"
"493","알파선"
"494","알파"
"495","항트립신"
"496","알파키모트립신"
"497","알포트증후군"
"498","교대상사위"
"499","교대눈떨림"
"500","교대안진"
"501","교대마비"
"502","교대인격"
"503","대체보체경로"
"504","이틀동맥"
"505","치조동맥"
"506","이틀위축"
"507","치조위축"
"508","꽈리형포충병"
"509","다방포충병"
"510","이틀뼈과다증"
"511","치조골과골증"
"512","폐포저환기"
"513","허파꽈리저환기"
"514","폐포저환기증후군"
"515","폐포저산소증"
"516","꽈리저산소증"
"517","폐포산소압"
"518","허파꽈리산소압"
"519","포상횡문근육종"
"520","꽈리횡문근육종"
"521","세엽형횡문근육종"
"522","폐포동맥간산소분압차"
"523","폐포모세혈관막"
"524","허파꽈리모세혈관막"
"525","폐포모세혈관장벽"
"526","꽈리모세혈관장벽"
"527","이틀성형"
"528","치조성형"
"529","림프조직무형성"
"530","아말감합금"
"531","흑암시고양이눈"
"532","흑암시묘안"
"533","흑암시동공확대"
"534","흑암시눈떨림"
"535","양수능숙"
"536","모호"
"537","불분명"
"538","양성"
"539","양면지향"
"540","유산제"
"541","낙태제"
"542","난청"
"543","청력저하"
"544","약시환자"
"545","약시"
"546","폐용약시"
"547","약시눈떨림"
"548","약시안진"
"549","약시경"
"550","외래"
"551","통원"
"552","보행"
"553","보행자동증"
"554","외래진료"
"555","통원진료"
"556","외래복막투석"
"557","통원형정신분열병"
"558","통원수술"
"559","아메바이질"
"560","유주세포"
"561","아메바세포"
"562","무거대핵세포혈소판감소"
"563","굴절이상약시"
"564","아미노글리코시드"
"565","아미노분해"
"566","아미노필린"
"567","아미노피린"
"568","암모늄살리실산염"
"569","기억상실증후군"
"570","양수조영"
"571","양막띠증후군"
"572","양막공간"
"573","인공양막파열"
"574","양막절개"
"575","비도덕인격"
"576","무정형밀도"
"577","전류측정"
"578","양성표면활성제"
"579","공동공명음"
"580","팽대부임신"
"581","팽대능선"
"582","팽대부위"
"583","팽대고랑"
"584","팽대부홈"
"585","팽대부향성림프류"
"586","척수없음"
"587","무척수"
"588","편도"
"589","편도핵"
"590","편도체"
"591","편도핵"
"592","아밀"
"593","아밀기"
"594","아밀라아제"
"595","아밀로이드혈관병"
"596","아밀로이드콩팥"
"597","아밀로이드신장"
"598","아밀로이드콩팥증"
"599","아밀로이드신장증"
"600","아밀로이드판"
"601","아밀로이드증"
"602","아밀로펙틴증"
"603","녹말대변"
"604","아밀로오스"
"605","녹말뇨"
"606","무근육병피부근염"
"607","근무형성"
"608","근육긴장없음"
"609","근육무긴장"
"610","선천근무긴장"
"611","근육위축"
"612","근위축"
"613","근육위축가쪽경화"
"614","근위축측삭경화"
"615","근육위축"
"616","근위축"
"617","아미탈면담"
"618","점액없음"
"619","무점액"
"620","동화비대"
"621","산없음증"
"622","무산증"
"623","항문압측정"
"624","항문기인격"
"625","진통제콩팥병"
