"","x"
"1","삼차원위상대조혈관조영"
"2","히드록시인돌아세트산"
"3","어두운띠"
"4","띠"
"5","무게인식불능"
"6","탈구"
"7","가동관절"
"8","감소"
"9","배"
"10","복부"
"11","배"
"12","복부"
"13","복식"
"14","배대동맥자루"
"15","복부대동맥류"
"16","배대동맥"
"17","복부대동맥"
"18","배대동맥신경얼기"
"19","복부대동맥신경총"
"20","배붕대"
"21","복대"
"22","배띠"
"23","배안"
"24","복강"
"25","배둘레"
"26","복부둘레"
"27","급경련복통"
"28","복부컴퓨터단층촬영"
"29","배컴퓨터단층촬영"
"30","복식분만"
"31","복부팽만"
"32","배벽진동감"
"33","복벽진동감"
"34","복강임신"
"35","배안임신"
"36","복벽탈장"
"37","배벽탈장"
"38","배자궁절제"
"39","복식자궁절제"
"40","배벽자궁고정"
"41","복벽자궁고정"
"42","배안착상"
"43","복강내착상"
"44","복부편두통"
"45","배편두통"
"46","배근육"
"47","복근"
"48","복통"
"49","배앓이"
"50","배천자"
"51","복부천자"
"52","복강임신"
"53","배안임신"
"54","복압"
"55","배근육반사"
"56","복벽반사"
"57","배호흡"
"58","복식호흡"
"59","배안주머니"
"60","복강주머니"
"61","개복"
"62","임신선"
"63","복부선"
"64","복부태아회전"
"65","배벽"
"66","복벽"
"67","배벽결손"
"68","복벽결손"
"69","배"
"70","복부"
"71","복식"
"72","복부방광"
"73","복식자궁절제"
"74","배자궁절제"
"75","복식자궁절개"
"76","배자궁절개"
"77","배샅절제"
"78","복회음절제"
"79","복부성형"
"80","배성형"
"81","갓돌림신경"
"82","외전신경"
"83","갓돌림신경핵"
"84","외전신경핵"
"85","갓돌림신경"
"86","외전신경"
"87","가쪽눈떨림"
"88","외전안진"
"89","벌림"
"90","외전"
"91","긴엄지벌림근"
"92","장무지외전근"
"93","배아반대쪽"
"94","배아반대쪽극"
"95","이상"
"96","미주"
"97","이상클론"
"98","이상전도"
"99","이상주기"
"100","미주세관"
"101","이상형태발생"
"102","변위형태형성"
"103","이상재생"
"104","딴곳갑상샘"
"105","이소성갑상선"
"106","이상"
"107","수차"
"108","빛벗어남"
"109","미주"
"110","무베타지질단백혈증"
"111","태반조기박리"
"112","절제"
"113","제거"
"114","차단"
"115","세척광"
"116","세척벽"
"117","이상행동"
"118","이상교합"
"119","비정상불수의운동척도"
"120","이상운동"
"121","이상망막대응"
"122","이상자궁출혈"
"123","이상"
"124","비정상"
"125","혈액형검사"
"126","난각후단돌출"
"127","난각후단비후"
"128","낙태제"
"129","낙태제"
"130","유산"
"131","낙태"
"132","유산율"
"133","유산비"
"134","낙태시술자"
"135","유산수태물"
"136","불발감염"
"137","불현감염"
"138","부전형질도입"
"139","무릎위절단"
"140","대퇴부절단"
"141","연마"
"142","연마제"
"143","찰과상"
"144","개갠상처"
"145","마멸"
"146","마모"
"147","연마"
"148","마멸량"
"149","마모량"
"150","속뚫림"
"151","태반조기박리"
"152","절제"
"153","절단"
"154","없음"
"155","결여"
"156","소발작"
"157","소발작"
"158","실신발작"
"159","작은발작"
"160","압생트중독"
"161","절대심장둔탁음"
"162","절대상수"
"163","절대음감"
"164","흡수젤라틴갯솜"
"165","흡수젤라틴해면"
"166","흡광"
"167","흡수"
"168","흡광도"
"169","흡수도"
"170","흡수선량변환계수"
"171","흡수분율"
"172","흡수촉진"
"173","흡수촉진제"
"174","흡수제"
"175","흡수부위"
"176","흡수"
"177","흡수작용"
"178","흡수계수"
"179","흡수열"
"180","흡수지수"
"181","흡수유"
"182","흡수스펙트럼"
"183","흡수시험"
"184","흡수검사"
"185","금주가"
"186","금연가"
"187","금단"
"188","중단"
"189","금단섬망"
"190","금단증후군"
"191","추상사고"
"192","추출"
"193","추상"
"194","추상화"
"195","두눈바깥회선"
"196","두눈외회선"
"197","과다"
"198","지대치"
"199","가공의치"
"200","가시아메바증"
"201","가시아메바"
"202","별가시아메바"
"203","카스텔라니가시아메바"
"204","쿨베르손가시아메바"
"205","가시아메바각막염"
"206","가시아메바수막뇌염"
"207","찔린느낌증"
"208","전비융기점"
"209","앞코가시점"
"210","구두충증"
"211","구두충"
"212","가시적혈구"
"213","가시적혈구증가"
"214","가시세포분리"
"215","극세포분리"
"216","가시세포분리가시세포종"
"217","극세포분리극세포종"
"218","가시세포분리세포"
"219","가시세포분리이상각화증"
"220","가시세포분리이상각화모반"
"221","극세포해리이상각화모반"
"222","가시세포종"
"223","극세포종"
"224","낭샘모양가시세포종"
"225","낭선모양극세포종"
"226","가시모양골반"
"227","극상골반"
"228","가시모양골반"
"229","극상골반"
"230","가시헛다리"
"231","극상위족"
"232","가시세포증"
"233","극세포증"
"234","흑색솟음가시세포증"
"235","흑색구진극세포증"
"236","흑색가시세포증"
"237","흑색극세포증"
"238","가시세포증식각화증"
"239","이산화탄소결핍"
"240","무심장쌍둥이"
"241","무심체"
"242","가속과분할"
"243","가속고혈압"
"244","가속심실고유리듬"
"245","가속심실고유율동"
"246","가속재증식"
"247","촉진중추"
"248","가속"
"249","가속도"
"250","촉진"
"251","촉진기"
"252","가속기"
"253","촉진신경"
"254","항진"
"255","강화"
"256","강화제"
"257","일일섭취허용량"
"258","허용소음수준"
"259","용납"
"260","인수검사"
"261","수용적분위기"
"262","영구큰어금니"
"263","부가치"
"264","덧쐐기다발핵"
"265","부설상핵"
"266","더부신경"
"267","부신경"
"268","덧핵소체"
"269","부핵소체"
"270","더부신경핵"
"271","부신경핵"
"272","덧눈돌림신경핵"
"273","부동안신경핵"
"274","덧이자"
"275","부췌장"
"276","덧이자관"
"277","부췌관"
"278","덧귀밑샘"
"279","부이하선"
"280","덧태반"
"281","덧징후"
"282","부징후"
"283","덧지라"
"284","부비장"
"285","덧갑상샘"
"286","사고"
"287","재해"
"288","우발"
"289","우연"
"290","우발유산"
"291","사고사"
"292","재해사"
"293","우연오차"
"294","사고피폭"
"295","사고노출"
"296","우연숙주"
"297","잔상"
"298","우연기생충"
"299","우연기생"
"300","우연종"
"301","사고경향성"
"302","다섯가닥얼굴붕대"
"303","오두붕대"
"304","기후순응"
"305","순화"
"306","순화열"
"307","조절"
"308","적응"
"309","숙소"
"310","조절력"
"311","조절마비"
"312","조절불완전마비"
"313","조절범위"
"314","조절반사"
"315","조절눈피로"
"316","조절눈모음"
"317","조절내편위"
"318","조절외편위"
"319","조절부전"
"320","동반정맥"
"321","아코디언발"
"322","아코디언피부이식"
"323","인정"
"324","신임"
"325","발아생식"
"326","부착성장"
"327","부착성장"
"328","유착"
"329","부착"
"330","문화적응문제"
"331","축적"
"332","축적물"
"333","체류용액"
"334","정확도관리"
"335","무세포시멘트질"
"336","중심외"
"337","비중추성"
"338","무중심절"
"339","무중심절염색체"
"340","무중심절조각"
"341","염색체단편"
"342","무중심체단편"
"343","비중심교합"
"344","쏠린맞물림"
"345","절구패임"
"346","비구절흔"
"347","아세트아미노펜"
"348","아세트아닐리드"
"349","아세트산화"
"350","초산화"
"351","아세토모르핀"
"352","아세톤천식"
"353","아세톤화"
"354","아세톤"
"355","아세톤혈증"
"356","아세톤뇨"
"357","아세틸화"
"358","아세틸반응"
"359","아세틸콜린에스테르분해효소"
"360","아세틸콜린에스테라아제"
"361","아세틸조효소"
"362","아세틸렌"
"363","아세틸살리실산항혈소판요법"
"364","성취도검사"
"365","아킬레스힘줄"
"366","아킬레스건"
"367","아킬레스힘줄반사"
"368","아킬레스건반사"
"369","아킬레스힘줄통증"
"370","아킬레스건통증"
"371","아킬레스힘줄절단"
"372","아킬레스건절단"
"373","무담즙뇨가족성황달"
"374","무담즙뇨황달"
"375","연골무발생증"
"376","연골무형성증"
"377","무색수차렌즈"
"378","무색지움렌즈"
"379","완전색맹"
"380","탈색모반"
"381","무색모반"
"382","산화상"
"383","산투여검사"
"384","산용출슬라이드검사"
"385","산성비"
"386","산염기보상"
"387","산염기지시계"
"388","항산균"
"389","항산염색"
"390","항산성"
"391","산성화"
"392","산생성균"
"393","호산과립"
"394","호산성샘종"
"395","아시딜화"
"396","샘꽈리세포"
"397","세엽세포"
"398","샘꽈리세포암종"
"399","세엽세포암종"
"400","꽈리샘"
"401","세엽선"
"402","아시네토박테르"
"403","샘꽈리세포암종"
"404","세엽세포암종"
"405","샘꽈리모양"
"406","세엽상"
"407","세엽염"
"408","샘꽈리"
"409","세엽"
"410","개교"
"411","무교합"
"412","여드름"
"413","뭉친여드름"
"414","화장품여드름"
"415","흉터종여드름"
"416","약물여드름"
"417","괴사여드름"
"418","좁쌀괴사여드름"
"419","구진여드름"
"420","돋음여드름"
"421","솟음여드름"
"422","여드름장미증"
"423","여드름흉터"
"424","두창모양여드름"
"425","보통여드름"
"426","여드름"
"427","여드름모양발진"
"428","여드름모양털집염"
"429","여드름모양모낭염"
"430","여드름모양구진"
"431","여드름모양솟음"
"432","여드름진"
"433","여드름염"
"434","청각인식불능"
"435","청각실인증"
"436","청각눈깜박반사"
"437","청각중추"
"438","음향탄성"
"439","소리증강"
"440","음향증강"
"441","음향증폭"
"442","듣기착각"
"443","착청"
"444","소리저항"
"445","소리임피던스"
"446","소리절연체"
"447","음향절연체"
"448","소리경계면"
"449","음향경계면"
"450","음향렌즈"
"451","속귀신경"
"452","청신경"
"453","속귀신경집종"
"454","청신경집종"
"455","속귀신경집종"
"456","청신경집종"
"457","청각부챗살"
"458","음향강화"
"459","음향저항"
"460","음향코안통기도측정기"
"461","음향비강통기도검사기"
"462","청각신경집종"
"463","청신경슈반세포종"
"464","음향변환기"
"465","음향변성기"
"466","교류망"
"467","후천시각상실"
"468","후천실명"
"469","후천낭성콩팥병"
"470","후천낭성신장병"
"471","후천난청"
"472","후천면역결핍증후군"
"473","에이즈"
"474","후천면역"
"475","후천면역결핍증후군"
"476","에이즈"
"477","후천거대잘록창자"
"478","후천거대결장"
"479","후천천공피부병"
"480","후천진행림프관종"
"481","획득저항"
"482","획득내성"
"483","획득"
"484","습득"
"485","획득행렬수"
"486","획득방법"
"487","획득시간"
"488","말단흑자흑색종"
"489","머리뼈없음"
"490","무두개"
"491","아크리딘"
"492","아크리딘물감"
"493","아크리플라빈"
"494","팔다리인식불능"
"495","사지실인증"
"496","말단감각마비"
"497","말단혈관피부염"
"498","끝곁매듭"
"499","끝곁매듭염색체"
"500","뾰족머리과다가락붙음증"
"501","뾰족머리다합지증"
"502","손발오그라듦"
"503","사지구축"
"504","말단청색증"
"505","말단청색한랭병"
"506","말단청색저온병"
"507","연속말단피부염"
"508","창자병증말단피부염"
"509","지속말단피부염"
"510","말단통증"
"511","팔다리인식"
"512","말단비대거인"
"513","말단발육과다"
"514","봉우리그물"
"515","견봉망"
"516","봉우리빗장관절"
"517","견봉쇄골관절"
"518","봉우리빗장인대"
"519","견봉쇄골인대"
"520","어깨뼈봉우리"
"521","견봉"
"522","어깨뼈봉우리절제"
"523","견봉절제"
"524","말단신경병"
"525","말단신경증"
"526","말단색소침착"
"527","아크로신"
"528","첨단체잔섬유"
"529","첨단체미세섬유"
"530","첨단체과립"
"531","첨단체막"
"532","첨단체반응"
"533","가락끝붙음증"
"534","말단합지증"
"535","표피내땀샘관모반"
"536","표피내한선관모반"
"537","말단영양통증"
"538","아크릴수지"
"539","아크릴수지시멘트"
"540","아크릴수지재킷관"
"541","아크릴수지계속치"
"542","액틴"
"543","가는근육미세섬유"
"544","가는근육잔섬유"
"545","액틴필라멘트"
"546","작용"
"547","광선"
"548","화학작용"
"549","광선입술염"
"550","광선피부염"
"551","광선탄력섬유증"
"552","광선육아종"
"553","광선각막염"
"554","광선각막병"
"555","광화학각막병"
"556","광선각화증"
"557","광선편평태선"
"558","광선편평돋음주름"
"559","광선땀구멍각화증"
"560","광선가려움발진"
"561","화학작용광선"
"562","광선유사그물증"
"563","광선망막염"
"564","광화학망막염"
"565","악티노바실루스증"
"566","비저균"
"567","악티노바실루스말레이"
"568","광선피부염"
"569","광선피부증"
"570","악티노마두라"
"571","바퀴살균"
"572","방선균"
"573","바퀴살균종"
"574","방선균종"
"575","악티노마이신"
"576","바퀴살균증"
"577","방선균증"
"578","작용"
"579","활동"
"580","활동전류"
"581","활동전위"
"582","활동떨림"
"583","활성화흡착"
"584","활성혈액응고시간"
"585","활성화부분트롬보플라스틴시간"
"586","활성해감모래통"
"587","활성오니조"
"588","활성화"
"589","활성화분석"
"590","방사화분석"
"591","활성화에너지"
"592","활성인자"
"593","개방관문"
"594","활성화과정"
"595","활성제반응"
"596","활성숯"
"597","활성탄"
"598","능동경사차폐"
"599","적극상상"
"600","적극명상"
"601","능동면역"
"602","능동면역화"
"603","적극함입양식"
"604","능동운동"
"605","적극거부증"
"606","활동산소"
"607","활성산소"
"608","능동차폐"
"609","능동보정"
"610","능동운반"
"611","적극치료"
"612","액티빈"
"613","액토미오신"
"614","뾰족사마귀"
"615","경혈"
"616","침술"
"617","경혈점"
"618","전기침절개"
"619","급성복증"
"620","급성충수염"
"621","급성막창자꼬리염"
"622","급성뇌증후군"
"623","급성카타르후두염"
"624","급성혼돈상태"
"625","급성망상정신병"
"626","급성파종뇌염"
"627","급성파종뇌척수염"
"628","급성전격수막알균혈증"
"629","급성용혈성수혈반응"
"630","급성특발여러신경염"
"631","급성특발다발신경염"
"632","급성간헐포르피린증"
"633","급성허혈위팔신경병"
"634","급성허혈상완신경병"
"635","급성태선모양잔비늘증"
"636","급성괴사출혈뇌병"
"637","급성괴사망막염"
"638","급성괴사궤양잇몸염"
"639","급성괴사궤양치은염"
"640","급성콩팥염"
"641","급성신장염"
"642","급성폐쇄세기관지염"
"643","급성이자염"
"644","급성췌장염"
"645","급성기반응물질"
