"","x"
"1","어두운띠"
"2","띠"
"3","설명데이터"
"4","무세균고름뇨"
"5","무세균농뇨"
"6","무게인식불능"
"7","가동관절"
"8","움직관절"
"9","비관절통풍"
"10","탈구"
"11","가동관절"
"12","보행불능"
"13","못걸음"
"14","감소"
"15","배"
"16","복부"
"17","배"
"18","복부"
"19","복식"
"20","배대동맥자루"
"21","복부대동맥류"
"22","배대동맥"
"23","복부대동맥"
"24","배대동맥신경얼기"
"25","복부대동맥신경총"
"26","배붕대"
"27","복대"
"28","배띠"
"29","배안"
"30","복강"
"31","배둘레"
"32","복부둘레"
"33","급경련복통"
"34","복부컴퓨터단층촬영"
"35","배컴퓨터단층촬영"
"36","복식분만"
"37","복부팽만"
"38","배벽진동감"
"39","복벽진동감"
"40","복강임신"
"41","배안임신"
"42","복벽탈장"
"43","배벽탈장"
"44","배자궁절제"
"45","복식자궁절제"
"46","배벽자궁고정"
"47","복벽자궁고정"
"48","배안착상"
"49","복강내착상"
"50","복부편두통"
"51","배편두통"
"52","배근육"
"53","복근"
"54","복통"
"55","배앓이"
"56","배천자"
"57","복부천자"
"58","복강임신"
"59","배안임신"
"60","복압"
"61","배근육반사"
"62","복벽반사"
"63","배호흡"
"64","복식호흡"
"65","배안주머니"
"66","복강주머니"
"67","개복"
"68","임신선"
"69","복부선"
"70","복부태아회전"
"71","배벽"
"72","복벽"
"73","배벽결손"
"74","복벽결손"
"75","배"
"76","복부"
"77","복식"
"78","복부방광"
"79","복식자궁절제"
"80","배자궁절제"
"81","복식자궁절개"
"82","배자궁절개"
"83","배샅절제"
"84","복회음절제"
"85","복부성형"
"86","배성형"
"87","갓돌림신경"
"88","외전신경"
"89","갓돌림신경핵"
"90","외전신경핵"
"91","갓돌림신경"
"92","외전신경"
"93","가쪽눈떨림"
"94","외전안진"
"95","벌림"
"96","외전"
"97","짧은엄지벌림근"
"98","단무지외전근"
"99","긴엄지벌림근"
"100","장무지외전근"
"101","배아반대쪽"
"102","배아반대쪽극"
"103","이상"
"104","미주"
"105","이상클론"
"106","이상전도"
"107","이상주기"
"108","미주세관"
