"","x"
"1","무세균고름뇨"
"2","무세균농뇨"
"3","비관절통풍"
"4","탈구"
"5","가동관절"
"6","배대동맥자루"
"7","복부대동맥류"
"8","배대동맥신경얼기"
"9","복부대동맥신경총"
"10","배둘레"
"11","복부둘레"
"12","배벽진동감"
"13","복벽진동감"
"14","배근육"
"15","복근"
"16","복압"
"17","갓돌림신경"
"18","외전신경"
"19","갓돌림신경핵"
"20","외전신경핵"
"21","갓돌림신경"
"22","외전신경"
"23","가쪽눈떨림"
"24","외전안진"
"25","벌림"
"26","외전"
"27","짧은엄지벌림근"
"28","단무지외전근"
"29","긴엄지벌림근"
"30","장무지외전근"
"31","이상전도"
"32","미주세관"
"33","세척광"
"34","세척벽"
"35","비정상불수의운동척도"
"36","이상자궁출혈"
"37","혈액형체계"
"38","난각후단돌출"
"39","난각후단비후"
"40","유산수태물"
"41","부전형질도입"
"42","낙태아"
"43","유산열"
"44","무릎위절단"
"45","대퇴부절단"
"46","태반조기박리"
"47","소발작"
"48","실신발작"
"49","작은발작"
"50","무수알코올"
"51","순알코올"
"52","절대부정맥"
"53","절대"
"54","침상"
"55","안정"
"56","절대심장둔탁음"
"57","절대상수"
"58","절대녹내장"
"59","절대음감"
"60","절대습도"
"61","절대원시"
"62","절대백혈구증가"
"63","절대불응기"
"64","절대위험모형"
"65","절대암점"
"66","절대온도"
"67","흡수거즈"
"68","흡수묶음실"
"69","흡수봉합사"
"70","흡수스펙트럼"
"71","금단섬망"
"72","의지상실"
"73","과다"
"74","남용"
"75","학대"
"76","지대치"
"77","가공의치"
"78","인접조사면"
"79","접촉조사면"
"80","계산불능"
"81","계산못함"
"82","무결석쓸개"
"83","주머니"
"84","염"
"85","무결석담낭염"
"86","쿨베르손가시아메바"
"87","구두충"
"88","가시세포분리이상각화모반"
"89","극세포해리이상각화모반"
"90","낭샘모양가시세포종"
"91","낭선모양극세포종"
"92","흑색솟음가시세포증"
"93","흑색구진극세포증"
"94","무심장체"
"95","가속심실고유리듬"
"96","가속심실고유율동"
"97","가속재증식"
"98","항진"
"99","강화"
"100","강화제"
"101","덧쐐기다발핵"
"102","부설상핵"
